term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Fall2021,91323,ACCT 1011,16,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['TF 0930am-1045am 09/07-12/13 DSBN L03'],Heather   Baiye,Heather   Baiye (P),33,30,3
Fall2021,91324,ACCT 1011,17,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['TF 1100am-1215pm 09/07-12/13 DSBN L03'],Heather   Baiye,Heather   Baiye (P),33,30,3
Fall2021,91325,ACCT 1011,18,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 215'}]",['TF 0200pm-0315pm 09/07-12/13 DSBN 215'],Heather   Baiye,Heather   Baiye (P),33,31,2
Fall2021,93119,ACCT 1011,20,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'DSBN 110'}]",['MR 1230pm-0145pm 09/07-12/13 DSBN 110'],Beth   Peto,Beth   Peto (P),30,28,2
Fall2021,91326,ACCT 1012,01,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 110'}]",['MR 1100am-1215pm 09/07-12/13 DSBN 110'],Catherine W.  Curtis,Catherine W.  Curtis (P),25,25,0
Fall2021,91327,ACCT 1012,02,3.000,Introduction to Management Accounting,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/07-12/13', 'location': 'DSBN 111'}]",['MW 0500pm-0615pm 09/07-12/13 DSBN 111'],Dawn W  Massey,Dawn W  Massey (P),25,19,6
Fall2021,92976,ACCT 1012,03,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'ONLINE '}]",['MR 0930am-1045am 09/07-12/13 ONLINE '],Shauna   Balderson,Shauna   Balderson (P),20,20,0
Fall2021,91328,ACCT 2203,01,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 113'}]",['TF 0200pm-0315pm 09/07-12/13 DSBN 113'],Scott M  Brenner,Scott M  Brenner (P),26,24,2
Fall2021,91329,ACCT 2203,02,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/07-12/13', 'location': 'DSBN 113'}]",['TF 0330pm-0445pm 09/07-12/13 DSBN 113'],Scott M  Brenner,Scott M  Brenner (P),26,12,14
Fall2021,91330,ACCT 2203,03,3.000,Intermediate Accounting I,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'DSBN 201'}]",['MR 0800am-0915am 09/07-12/13 DSBN 201'],Arleen N.  Kardos,Arleen N.  Kardos (P),26,22,4
Fall2021,91331,ACCT 2203,04,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 206'}]",['TF 1100am-1215pm 09/07-12/13 DSBN 206'],Arleen N.  Kardos,Arleen N.  Kardos (P),26,25,1
Fall2021,91332,ACCT 2203,05,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'DSBN 113'}]",['TF 0930am-1045am 09/07-12/13 DSBN 113'],Arleen N.  Kardos,Arleen N.  Kardos (P),26,24,2
Fall2021,91333,ACCT 2204,01,3.000,Intermediate Accounting II,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 216'}]",['MR 1100am-1215pm 09/07-12/13 DSBN 216'],Arleen N.  Kardos,Arleen N.  Kardos (P),25,16,9
Fall2021,92971,ACCT 2250,01,3.000,Role of Money and Accounting in Society,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DMH 148'}]",['TF 1100am-1215pm 09/07-12/13 DMH 148'],Eric   Mielants,"Eric   Mielants (P), Scott M  Brenner ",12,13,-1
Fall2021,92843,ACCT 2265,01,3.000,Accounting Information Systems,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'DSBN 111'}]",['TF 0800am-0915am 09/07-12/13 DSBN 111'],Scott M  Brenner,Scott M  Brenner (P),25,21,4
Fall2021,92836,ACCT 2980,01,1.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),30,1,29
Fall2021,91334,ACCT 3320,01,3.000,Cost Management,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'DSBN 212'}]",['MR 0930am-1045am 09/07-12/13 DSBN 212'],Catherine W.  Curtis,Catherine W.  Curtis (P),25,26,-1
Fall2021,91335,ACCT 3320,02,3.000,Cost Management,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/07-12/13', 'location': 'DSBN 216'}]",['MW 0500pm-0615pm 09/07-12/13 DSBN 216'],Lynn   Scully,Lynn   Scully (P),25,25,0
Fall2021,91336,ACCT 3330,01,3.000,Auditing,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '09/07-12/13', 'location': 'DSBN 201'}]",['R 0630pm-0900pm 09/07-12/13 DSBN 201'],Thomas J.  Sciametta,"Thomas J.  Sciametta (P), Devon McLaughlin  Brady ",25,17,8
Fall2021,92844,ACCT 3330,03,3.000,Auditing,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN L11'}]",['MR 1100am-1215pm 09/07-12/13 DSBN L11'],Paul   Caster,Paul   Caster (P),25,25,0
Fall2021,92845,ACCT 3330,04,3.000,Auditing,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['MR 0800am-0915am 09/07-12/13 DSBN L03'],Kevin P.  Catalano,"Kevin P.  Catalano (P), Colleen   Roney ",25,24,1
Fall2021,93120,ACCT 3330,05,3.000,Auditing,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'DSBN 204'}]",['MR 0800am-0915am 09/07-12/13 DSBN 204'],Brett Joseph  Yacoviello,Brett Joseph  Yacoviello (P),25,25,0
Fall2021,91340,ACCT 3343,03,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 204'}]",['TF 0200pm-0315pm 09/07-12/13 DSBN 204'],Milo W.  Peck,Milo W.  Peck (P),25,25,0
Fall2021,93121,ACCT 3343,04,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'DSBN 204'}]",['TF 0800am-0915am 09/07-12/13 DSBN 204'],Milo W.  Peck,Milo W.  Peck (P),25,12,13
Fall2021,93122,ACCT 3343,05,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'DSBN 212'}]",['TF 1230pm-0145pm 09/07-12/13 DSBN 212'],Milo W.  Peck,Milo W.  Peck (P),25,25,0
Fall2021,92282,ACCT 3980,01,3.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),20,4,16
Fall2021,91341,ACCT 4310,01,3.000,Advanced Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 113'}]",['MR 0200pm-0315pm 09/07-12/13 DSBN 113'],Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,24,-4
Fall2021,92846,ACCT 4310,02,3.000,Advanced Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/07-12/13', 'location': 'DSBN 217'}]",['MR 0330pm-0445pm 09/07-12/13 DSBN 217'],Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,20,0
Fall2021,92847,ACCT 6500,01,3.000,Accounting Information for Decision-Making,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '11/01-12/17', 'location': 'ONLINE '}]",['T 0630pm-0930pm 11/01-12/17 ONLINE '],Michael P.  Coyne,Michael P.  Coyne (P),28,21,7
Fall2021,92248,ACCT 6515,01,3.000,Property Transactions: Regulatory and Tax Issues,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 217'}]",['T 0630pm-0930pm 09/07-12/22 DSBN 217'],David J.  Orticelli,David J.  Orticelli (P),18,8,10
Fall2021,92249,ACCT 6515,02,3.000,Property Transactions: Regulatory and Tax Issues,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 215'}]",['T 0630pm-0930pm 09/07-12/22 DSBN 215'],Milo William  Peck,Milo William  Peck (P),18,16,2
Fall2021,93053,ACCT 6515,03,3.000,Property Transactions: Regulatory and Tax Issues,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 101'}]",['T 0630pm-0930pm 09/07-12/22 DSBN 101'],Richard   Barry,Richard   Barry (P),18,17,1
Fall2021,91344,ACCT 6570,01,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '0230pm-0530pm', 'dates': '09/07-12/22', 'location': 'DSBN 206'}]",['R 0230pm-0530pm 09/07-12/22 DSBN 206'],Mitchell   Danaher,Mitchell   Danaher (P),20,20,0
Fall2021,91345,ACCT 6570,02,3.000,Issues in Accounting Ethics,"[{'days': 'M', 'times': '1050am-0150pm', 'dates': '09/07-12/22', 'location': 'DSBN 215'}]",['M 1050am-0150pm 09/07-12/22 DSBN 215'],Joan L.  Lee,Joan L.  Lee (P),20,21,-1
Fall2021,91346,ACCT 6570,03,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '1050am-0150pm', 'dates': '09/07-12/22', 'location': 'DSBN 215'}]",['R 1050am-0150pm 09/07-12/22 DSBN 215'],Joan L.  Lee,Joan L.  Lee (P),20,20,0
Fall2021,92255,ACCT 6585,01,3.000,Effective Communications for Accounting Professionals,"[{'days': 'T', 'times': '1050am-0150pm', 'dates': '09/07-12/22', 'location': 'DSBN 204'}]",['T 1050am-0150pm 09/07-12/22 DSBN 204'],Kathi M.  Mettler,Kathi M.  Mettler (P),12,12,0
Fall2021,92256,ACCT 6585,02,3.000,Effective Communications for Accounting Professionals,"[{'days': 'T', 'times': '0745am-1045am', 'dates': '09/07-12/22', 'location': 'DSBN 215'}]",['T 0745am-1045am 09/07-12/22 DSBN 215'],Kathi M.  Mettler,Kathi M.  Mettler (P),12,10,2
Fall2021,93054,ACCT 6900,01,3.000,Seminar: Special Topics in Accounting,"[{'days': 'M', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 101'}]",['M 0630pm-0930pm 09/07-12/22 DSBN 101'],Laurie G.  Richardson,Laurie G.  Richardson (P),20,20,0
Fall2021,91347,ACCT 6970,01,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '0130pm-0430pm', 'dates': '09/07-12/22', 'location': 'DSBN 206'}]",['W 0130pm-0430pm 09/07-12/22 DSBN 206'],Dawn W  Massey,Dawn W  Massey (P),20,21,-1
Fall2021,91348,ACCT 6970,02,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '1000am-0100pm', 'dates': '09/07-12/22', 'location': 'DSBN 206'}]",['W 1000am-0100pm 09/07-12/22 DSBN 206'],Dawn W  Massey,Dawn W  Massey (P),20,21,-1
Fall2021,92732,AMST 2201,01,3.000,Roots of American Culture,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'CNS 104'}]",['MR 0930am-1045am 09/07-12/13 CNS 104'],Peter L.  Bayers,Peter L.  Bayers (P),25,23,2
Fall2021,93069,AMST 5408,01,3.000,"Immigration, Ethnicity, and Race in United States History","[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '09/07-12/22', 'location': 'CNS 207'}]",['M 0500pm-0730pm 09/07-12/22 CNS 207'],Cecelia F.  Bucki,Cecelia F.  Bucki (P),15,3,12
Fall2021,92982,DATA 2101,01,3.000,Business Analytics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'DSBN 113'}]",['MR 0930am-1045am 09/07-12/13 DSBN 113'],Xin Xin   He,Xin Xin   He (P),25,23,2
Fall2021,92983,DATA 2101,02,3.000,Business Analytics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['MR 1100am-1215pm 09/07-12/13 DSBN L03'],Xin Xin   He,Xin Xin   He (P),25,25,0
Fall2021,92984,DATA 2101,03,3.000,Business Analytics,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'DSBN L11'}]",['MR 1230pm-0145pm 09/07-12/13 DSBN L11'],Vishnu V.  Vinekar,Vishnu V.  Vinekar (P),25,24,1
Fall2021,92985,DATA 2101,04,3.000,Business Analytics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 110'}]",['MR 0200pm-0315pm 09/07-12/13 DSBN 110'],Vishnu V.  Vinekar,Vishnu V.  Vinekar (P),25,22,3
Fall2021,92986,DATA 2101,05,3.000,Business Analytics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/07-12/13', 'location': 'DSBN 215'}]",['MR 0330pm-0445pm 09/07-12/13 DSBN 215'],Xin Xin   He,Xin Xin   He (P),25,25,0
Fall2021,92987,DATA 2101,06,3.000,Business Analytics,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'DSBN 204'}]",['TF 0930am-1045am 09/07-12/13 DSBN 204'],Michael F.  Lohle,Michael F.  Lohle (P),25,25,0
Fall2021,92988,DATA 2101,07,3.000,Business Analytics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 212'}]",['TF 1100am-1215pm 09/07-12/13 DSBN 212'],Yaqin   Sun,Yaqin   Sun (P),25,25,0
Fall2021,92989,DATA 2101,08,3.000,Business Analytics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'DSBN 218'}]",['TF 1230pm-0145pm 09/07-12/13 DSBN 218'],Yaqin   Sun,Yaqin   Sun (P),25,24,1
Fall2021,92990,DATA 2101,09,3.000,Business Analytics,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['TF 0200pm-0315pm 09/07-12/13 DSBN L03'],Yaqin   Sun,Yaqin   Sun (P),25,25,0
Fall2021,92991,DATA 2101,10,3.000,Business Analytics,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['TF 0330pm-0445pm 09/07-12/13 DSBN L03'],Jie   Tao,Jie   Tao (P),25,17,8
Fall2021,92992,DATA 2101,11,3.000,Business Analytics,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['W 1100am-0130pm 09/07-12/13 DSBN L03'],Michael F.  Lohle,Michael F.  Lohle (P),25,24,1
Fall2021,92993,DATA 2101,12,3.000,Business Analytics,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/07-12/13', 'location': 'DSBN 110'}]",['W 0200pm-0430pm 09/07-12/13 DSBN 110'],Philip   Maymin,Philip   Maymin (P),25,25,0
Fall2021,93262,DATA 2101,13,3.000,Business Analytics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 218'}]",['TF 1100am-1215pm 09/07-12/13 DSBN 218'],Joyce   Brown,Joyce   Brown (P),25,18,7
Fall2021,92965,DATA 2980,01,1.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),30,0,30
Fall2021,92994,DATA 3210,01,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/07-12/13', 'location': 'DSBN 218'}]",['MR 1100am-1215pm 09/07-12/13 DSBN 218'],Patrick S.  Lee,Patrick S.  Lee (P),25,24,1
Fall2021,92995,DATA 3210,02,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/07-12/13', 'location': 'DSBN 218'}]",['MR 0200pm-0315pm 09/07-12/13 DSBN 218'],Patrick S.  Lee,Patrick S.  Lee (P),25,26,-1
Fall2021,92996,DATA 3210,03,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/07-12/13', 'location': 'DSBN 218'}]",['MR 0330pm-0445pm 09/07-12/13 DSBN 218'],Patrick S.  Lee,Patrick S.  Lee (P),25,26,-1
Fall2021,92997,DATA 3260,01,3.000,Database Systems,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/07-12/13', 'location': 'DSBN 111'}]",['R 0500pm-0730pm 09/07-12/13 DSBN 111'],Yasin   Ozcelik,Yasin   Ozcelik (P),25,25,0
Fall2021,93036,DATA 3260,02,3.000,Database Systems,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/07-12/13', 'location': 'CONF 104'}]",['W 0200pm-0430pm 09/07-12/13 CONF 104'],Yasin   Ozcelik,Yasin   Ozcelik (P),25,25,0
Fall2021,93041,DATA 3260,03,3.000,Database Systems,"[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '09/07-12/13', 'location': 'DSBN 206'}]",['M 0500pm-0730pm 09/07-12/13 DSBN 206'],Yasin   Ozcelik,Yasin   Ozcelik (P),25,26,-1
Fall2021,92966,DATA 3980,01,3.000,Internship,[],[],Gregory N.  Konz,Gregory N.  Konz (P),30,1,29
Fall2021,92998,DATA 4315,01,3.000,Data Mining and Applications,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/07-12/13', 'location': 'CONF 104'}]",['W 1100am-0130pm 09/07-12/13 CONF 104'],Yasin   Ozcelik,Yasin   Ozcelik (P),21,20,1
Fall2021,92999,DATA 4315,02,3.000,Data Mining and Applications,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/07-12/13', 'location': 'DSBN L03'}]",['W 0200pm-0430pm 09/07-12/13 DSBN L03'],Yaqin   Sun,Yaqin   Sun (P),21,21,0
Fall2021,93000,DATA 6500,01,3.000,Business Analytics,"[{'days': 'W', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 201'}]",['W 0630pm-0930pm 09/07-12/22 DSBN 201'],Christopher L.  Huntley,"Christopher L.  Huntley (P), Philip   Maymin ",25,24,1
Fall2021,93001,DATA 6500,02,3.000,Business Analytics,[],[],Christopher L.  Huntley,"Christopher L.  Huntley (P), Philip   Maymin ",25,21,4
Fall2021,93003,DATA 6505,01,3.000,Python for Business Analytics,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/07-12/22', 'location': 'DSBN 212'}]",['T 0630pm-0930pm 09/07-12/22 DSBN 212'],Jie   Tao,Jie   Tao (P),20,9,11
Fall2021,93004,DATA 6505,02,3.000,Python for Business Analytics,[],[],Jie   Tao,Jie   Tao (P),20,10,10
Fall2021,93005,DATA 6510,01,3.000,Databases for Business Analytics,"[{'days': 'R', 'times': '0630pm-0930pm', 'dates': '11/01-12/17', 'location': 'DSBN 206'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '11/20-11/20', 'location': 'DSBN 206'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '12/04-12/04', 'location': 'DSBN 206'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '12/11-12/11', 'location': 'DSBN 206'}]","['R 0630pm-0930pm 11/01-12/17 DSBN 206', 'S 0830am-0430pm 11/20-11/20 DSBN 206', 'S 0830am-0430pm 11/20-11/20 DSBN 206', 'S 0830am-0430pm 12/04-12/04 DSBN 206', 'S 0830am-0430pm 12/04-12/04 DSBN 206', 'S 0830am-0430pm 12/11-12/11 DSBN 206', 'S 0830am-0430pm 12/11-12/11 DSBN 206']",Christopher L.  Huntley,Christopher L.  Huntley (P),20,7,13
Fall2021,93006,DATA 6510,02,3.000,Databases for Business Analytics,[],[],Christopher L.  Huntley,Christopher L.  Huntley (P),20,14,6
Fall2021,92864,ANTH 1100,01,3.000,Introduction to Four-Field Anthropology,[],[],Christopher   Hebdon,Christopher   Hebdon (P),20,17,3
Fall2021,92865,ANTH 1100,02,3.000,Introduction to Four-Field Anthropology,[],[],Christopher   Hebdon,Christopher   Hebdon (P),20,18,2
Fall2021,91143,ANTH 1110,01,3.000,Cultural Anthropology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'CNS 104'}]",['MR 1230pm-0145pm 09/07-12/13 CNS 104'],David   Crawford,David   Crawford (P),20,18,2
Fall2021,91144,ANTH 1110,02,3.000,Cultural Anthropology,[],[],Sarah A.  Wessler,Sarah A.  Wessler (P),21,23,-2
Fall2021,92866,ANTH 1110,03,3.000,Cultural Anthropology,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '09/07-12/13', 'location': 'CNS 10'}]",['W 0500pm-0730pm 09/07-12/13 CNS 10'],Sarah A.  Wessler,Sarah A.  Wessler (P),28,27,1
Fall2021,91146,ANTH 1200,01,3.000,Biological Anthropology,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/07-12/13', 'location': 'DMH 348'}]",['TR 0500pm-0615pm 09/07-12/13 DMH 348'],Kimberly   Raymond,Kimberly   Raymond (P),28,28,0
Fall2021,91147,ANTH 1200,02,3.000,Biological Anthropology,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '09/07-12/13', 'location': 'DMH 348'}]",['TR 0630pm-0745pm 09/07-12/13 DMH 348'],Kimberly   Raymond,Kimberly   Raymond (P),28,28,0
Fall2021,91148,ANTH 1200,03,3.000,Biological Anthropology,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/07-12/13', 'location': 'CNS 9'}]",['TF 0930am-1045am 09/07-12/13 CNS 9'],Sarah   Poniros,Sarah   Poniros (P),28,27,1
Fall2021,91149,ANTH 1200,04,3.000,Biological Anthropology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/07-12/13', 'location': 'CNS 6'}]",['TF 1230pm-0145pm 09/07-12/13 CNS 6'],Sarah   Poniros,Sarah   Poniros (P),28,28,0
Fall2021,92867,ANTH 1200,05,3.000,Biological Anthropology,[],[],Joseph A.  Wilson,Joseph A.  Wilson (P),20,20,0
Fall2021,93269,ANTH 1200,06,3.000,Biological Anthropology,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/07-12/13', 'location': 'CNS 301'}]",['TF 0800am-0915am 09/07-12/13 CNS 301'],Sarah   Poniros,Sarah   Poniros (P),28,18,10
