term,crn,catalog_id,section,credits,title,timecodes,instructor
Spring2023,39096,PHYS 2226,01,3.000,Classical Mechanics,['TF 0930am-1045am 01/17-05/10'],Robert   Nazarian
Spring2023,37088,PHYS 2285L,01,2.000,Modern Experimental Methods Lab,['TF 1230pm-0145pm 01/17-05/10'],David Roberts  Winn
Spring2023,39097,PHYS 2290,01,3.000,Spacetime and General Relativity,['MR 0330pm-0445pm 01/17-05/10'],Pierre   Christian
Spring2023,39098,PHYS 3215,01,3.000,Computational Physics,['TF 1230pm-0145pm 01/17-05/10'],Angela   Biselli
Spring2023,37089,PHYS 4999,01,1.000-4.000,Theoretical/Experimental Capstone,['TF 0330pm-0445pm 01/17-05/10'],Angela   Biselli
Spring2023,37342,POLI 1101,03,3.000,Introduction to American Politics,['MR 1230pm-0145pm 01/17-05/10'],Gwendoline M.  Alphonso
Spring2023,38789,POLI 1102,03,3.000,Introduction to Comparative Politics,['TF 0930am-1045am 01/17-05/10'],
Spring2023,38790,POLI 1102,04,3.000,Introduction to Comparative Politics,['TF 1230pm-0145pm 01/17-05/10'],
Spring2023,38227,POLI 1103,01,3.000,Introduction to Political Ideas That Shape the World,['TF 0800am-0915am 01/17-05/10'],Aaron Quinn  Weinstein
Spring2023,38791,POLI 1104,03,3.000,Introduction to International Relations,['TF 0930am-1045am 01/17-05/10'],Lucrecia   Garcia Iommi
Spring2023,38792,POLI 1104,04,3.000,Introduction to International Relations,['TF 1100am-1215pm 01/17-05/10'],Lucrecia   Garcia Iommi
Spring2023,38793,POLI 2109,01,3.000,American Public Policy,['MR 1100am-1215pm 01/17-05/10'],Gayle A.  Alberda
Spring2023,38794,POLI 2256,02,3.000,Asian Politics,['TF 0200pm-0315pm 01/17-05/10'],
Spring2023,38795,POLI 2258,01,3.000,Political Violence,['MR 1100am-1215pm 01/17-05/10'],Lembe   Tiky
Spring2023,38796,POLI 2332,01,3.000,Utopian Politics,['W 0200pm-0430pm 01/17-05/10'],Aaron Quinn  Weinstein
Spring2023,38797,POLI 2476,01,3.000,United States Foreign Policy,['TF 0200pm-0315pm 01/17-05/10'],Lucrecia   Garcia Iommi
Spring2023,38798,POLI 2480,01,3.000,Border Politics,['TF 0930am-1045am 01/17-05/10'],Janie L.  Leatherman
Spring2023,38710,POLI 3990,01,1.000-4.000,Independent Study,[' TBA 01/17-05/10'],
Spring2023,38799,POLI 4301,01,3.000,The Battle Over Family Values in American Politics,['MR 1100am-1215pm 01/17-05/10'],Gwendoline M.  Alphonso
Spring2023,38800,POLI 4306,02,3.000,Democracy and Dictatorship,['MR 0200pm-0315pm 01/17-05/10'],Lembe   Tiky
Spring2023,37415,PSYC 1010,01,3.000,General Psychology,['TF 0930am-1045am 01/17-05/10'],Susan   Rakowitz
Spring2023,37416,PSYC 1010,02,3.000,General Psychology,['TF 1100am-1215pm 01/17-05/10'],Susan   Rakowitz
Spring2023,37417,PSYC 1010,03,3.000,General Psychology,['MR 0200pm-0315pm 01/17-05/10'],Emily   Hangen
Spring2023,38370,PSYC 1010,04,3.000,General Psychology,['MR 0330pm-0445pm 01/17-05/10'],Emily   Hangen
Spring2023,38941,PSYC 1010,05,3.000,General Psychology,['TF 1230pm-0145pm 01/17-05/10'],Kerry   Cannity
Spring2023,38942,PSYC 1010,06,3.000,General Psychology,['TF 0330pm-0445pm 01/17-05/10'],Kerry   Cannity
Spring2023,37418,PSYC 1110,01,3.000,Developmental Psychology for Non-Majors,['TR 0500pm-0615pm 01/17-05/10'],Michael C.  Amico
Spring2023,37419,PSYC 1110,02,3.000,Developmental Psychology for Non-Majors,['TR 0630pm-0745pm 01/17-05/10'],Michael C.  Amico
Spring2023,37420,PSYC 1110,03,3.000,Developmental Psychology for Non-Majors,['TR 0630pm-0745pm 01/17-05/10'],Faith   Florer
Spring2023,37421,PSYC 1610,01,3.000,Behavioral Neuroscience,['MR 0800am-0915am 01/17-05/10'],Lawrence William  Fitzgerald
Spring2023,37422,PSYC 1610,02,3.000,Behavioral Neuroscience,['TF 0800am-0915am 01/17-05/10'],Shannon M.  Harding
Spring2023,37997,PSYC 1610,03,3.000,Behavioral Neuroscience,['TF 0200pm-0315pm 01/17-05/10'],Karl   Schmidt
Spring2023,37998,PSYC 2110,01,3.000,Developmental Psychology for Majors,['TF 0800am-0915am 01/17-05/10'],Jean   Peloso
Spring2023,38943,PSYC 2120,01,3.000,Adult Development and Aging,['MR 1230pm-0145pm 01/17-05/10'],Jean   Peloso
Spring2023,37423,PSYC 2150,01,4.000,Developmental Psychology for Majors with Lab,"['T 1100am-1215pm 01/17-05/10', 'F 0930am-1215pm 01/17-05/10']",Jean   Peloso
Spring2023,37424,PSYC 2210,01,3.000,Social Psychology,['MR 0930am-1045am 01/17-05/10'],Michael Robert  Andreychik
Spring2023,37425,PSYC 2210,02,3.000,Social Psychology,['TF 0200pm-0315pm 01/17-05/10'],Emily   Hangen
Spring2023,37426,PSYC 2230,01,3.000,Personality Psychology,['MR 1100am-1215pm 01/17-05/10'],Michael Robert  Andreychik
Spring2023,37427,PSYC 2310,01,3.000,Psychopathology and Clinical Science,['MR 0930am-1045am 01/17-05/10'],Joseph   DeLuca
Spring2023,37428,PSYC 2310,02,3.000,Psychopathology and Clinical Science,['MR 1230pm-0145pm 01/17-05/10'],Joseph   DeLuca
Spring2023,37429,PSYC 2340,01,3.000,Theories in Psychotherapy,['MR 0200pm-0315pm 01/17-05/10'],Kerry   Cannity
Spring2023,37430,PSYC 2510,01,3.000,Cognitive Psychology,['MR 0200pm-0315pm 01/17-05/10'],Linda A.  Henkel
Spring2023,37431,PSYC 2520,01,3.000,Learning and Applied Behavior Analysis,['TR 0500pm-0615pm 01/17-05/10'],Faith   Florer
Spring2023,38374,PSYC 2620,01,3.000,Sensation and Perception,['TF 1230pm-0145pm 01/17-05/10'],Jessica M.  Karanian
Spring2023,38375,PSYC 2740,01,3.000,"Drugs, Brain and Behavior",['MR 1100am-1215pm 01/17-05/10'],Karl   Schmidt
Spring2023,37432,PSYC 2810,01,4.000,Statistics for the Behavioral Sciences,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Linda A.  Henkel
Spring2023,37433,PSYC 2810,02,4.000,Statistics for the Behavioral Sciences,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Emily   Hangen
Spring2023,38376,PSYC 2810,03,4.000,Statistics for the Behavioral Sciences,"['TF 0200pm-0250pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Susan   Rakowitz
Spring2023,38944,PSYC 2810L,01A,0.000,Statistics Lab,['W 1130am-0125pm 01/17-05/10'],Linda A.  Henkel
Spring2023,38945,PSYC 2810L,01B,0.000,Statistics Lab,['W 0200pm-0355pm 01/17-05/10'],Linda A.  Henkel
Spring2023,38946,PSYC 2810L,02A,0.000,Statistics Lab,['R 0900am-1055am 01/17-05/10'],Emily   Hangen
Spring2023,38947,PSYC 2810L,02B,0.000,Statistics Lab,['R 1100am-1255pm 01/17-05/10'],Emily   Hangen
Spring2023,38948,PSYC 2810L,03,0.000,Statistics Lab,['T 0300pm-0455pm 01/17-05/10'],Susan   Rakowitz
Spring2023,37438,PSYC 2820,01,4.000,Research Methods in Psychology,['MR 0900am-1040am 01/17-05/10'],Karl   Schmidt
Spring2023,37439,PSYC 2820,02,4.000,Research Methods in Psychology,['MR 0330pm-0510pm 01/17-05/10'],Kerry   Cannity
Spring2023,37440,PSYC 2820,03,4.000,Research Methods in Psychology,['MR 0330pm-0510pm 01/17-05/10'],Kathleen   Tomlin
Spring2023,38949,PSYC 3610,01,3.000,Cognitive Neuroscience,['TF 0930am-1045am 01/17-05/10'],Jessica M.  Karanian
Spring2023,38950,PSYC 3720,01,3.000,Hormones and Behavior,['TF 1230pm-0145pm 01/17-05/10'],Shannon M.  Harding
Spring2023,38381,PSYC 3740,01,3.000,Pharmacology and Mental Disorders,['MR 1230pm-0145pm 01/17-05/10'],Lawrence William  Fitzgerald
Spring2023,37441,PSYC 3950,01,3.000,Supervised Research: Psychology,['W 0630pm-0900pm 01/17-05/10'],Margaret M.  McClure
Spring2023,39092,PSYC 3955,01,3.000,Supervised Research: Behavioral Neuroscience,['W 0630pm-0900pm 01/17-05/10'],Margaret M.  McClure
Spring2023,37442,PSYC 4310,01,3.000,Senior Seminar: Clinical Child and Adolescent Psychology,['W 0200pm-0430pm 01/17-05/10'],Jean   Peloso
Spring2023,38951,PSYC 4320,01,3.000,Senior Seminar: Current Issues in Clinical Psychology,['W 1100am-0130pm 01/17-05/10'],Joseph   DeLuca
Spring2023,38382,PSYC 4710,01,3.000,Senior Seminar in Neuroscience of Human Memory,['W 1100am-0130pm 01/17-05/10'],Jessica M.  Karanian
Spring2023,37443,PSYC 4950,01,4.000,Independent Research: Psychology,['W 0630pm-0900pm 01/17-05/10'],Margaret M.  McClure
Spring2023,39093,PSYC 4955,01,1.000-4.000,Independent Research: Behavioral Neuroscience,['W 0630pm-0900pm 01/17-05/10'],Margaret M.  McClure
Spring2023,38953,PSYC 4982,01,3.000,Internship in Applied Psychology,['W 0630pm-0900pm 01/17-05/10'],Margaret M.  McClure
Spring2023,38383,PSYC 5410,01,3.000,Conflict Management and Negotiation,['T 0500pm-0700pm 01/17-05/10'],Kathleen   Tomlin
Spring2023,37445,PSYC 5820,01,3.000,Research in Psychology,['T 0715pm-0915pm 01/17-05/10'],Kathleen   Tomlin
Spring2023,38952,PSYC 6520,01,3.000,Performance Coaching,['R 0500pm-0700pm 01/17-05/10'],Daniel   Baitch
Spring2023,37447,PSYC 6850,01,3.000,Field Work in Applied Psychology,['R 0715pm-0915pm 01/17-05/10'],Kathleen   Tomlin
Spring2023,37448,PSYC 6999,01,0.000,Comprehensive Exam in Applied Psychology,['S 0900am-0500pm 01/17-05/10'],Kathleen   Tomlin
Spring2023,37706,PSYG 5438,01,3.000,Treatment Models for School-Aged Youth,['T 0455pm-0655pm 01/17-05/10'],Michael F.  Regan
Spring2023,37707,PSYG 6535,01,3.000,Collaborative Consultation,['T 0455pm-0655pm 01/17-05/10'],Paula   Gill Lopez
Spring2023,37708,PSYG 6537,01,3.000,Psychoeducational Assessment I: Behavioral Approaches,['M 0715pm-0915pm 01/17-05/10'],Michael F.  Regan
Spring2023,37709,PSYG 6544,01,3.000,Psychoeducational Assessment IV: Integrated Assessment,['M 0455pm-0655pm 01/17-05/10'],Michael F.  Regan
Spring2023,38696,PSYG 6544E,01,0.000,Advanced Seminar: Assessment of Linguistically and Culturally Diverse Students,['T 0715pm-0915pm 01/17-05/10'],Michael F.  Regan
Spring2023,37710,PSYG 6951,01,3.000,Practicum I: Assessment and Group Process,['T 0200pm-0400pm 01/17-05/10'],Paula   Gill Lopez
Spring2023,37711,PSYG 6951,02,3.000,Practicum I: Assessment and Group Process,['R 0455pm-0655pm 01/17-05/10'],Paula   Gill Lopez
Spring2023,37712,PSYG 6982,01,3.000,Internship in School Psychology II,['R 0200pm-0400pm 01/17-05/10'],Paula   Gill Lopez
Spring2023,37713,PSYG 6982P,01,3.000,Internship in School Psychology II,[' TBA 01/17-05/10'],Paula   Gill Lopez
Spring2023,38117,PUAD 5400,01,3.000,Data Analysis for Public Administrators,[' TBA 01/17-05/10'],Gayle A.  Alberda
Spring2023,37764,PUAD 5410,01,3.000,Financial Management and Budgeting,[' TBA 01/17-05/10'],Thomas Joseph  Murray
Spring2023,38228,PUAD 5425,01,3.000,Administrative Leadership and Ethics,[' TBA 01/17-05/10'],Bieu Bu  Tran
Spring2023,39099,PUAD 5470,01,3.000,American Public Policy,[' TBA 01/17-05/10'],Charlie   Stallworth
Spring2023,37351,PUBH 1101,01,3.000,Public Health and Social Justice,['TF 1230pm-0145pm 01/17-05/10'],Kimberly   Doughty
Spring2023,37352,PUBH 2201,01,3.000,"Public Health, Disease, and Injury",['W 1100am-0130pm 01/17-05/10'],Jennifer   Schindler-Ruwisch
Spring2023,37353,PUBH 2205,01,3.000,Fundamentals of Nutrition,['MR 0200pm-0315pm 01/17-05/10'],Elizabeth   Sack
Spring2023,37354,PUBH 2217,01,3.000,Biostatistics for Health Research,['TF 1100am-1215pm 01/17-05/10'],Jennifer   Schindler-Ruwisch
Spring2023,37355,PUBH 3980,01,4.000,Public Health Internship,['W 1100am-0130pm 01/17-05/10'],Jessica   Planas
Spring2023,37356,PUBH 4301,01,3.000,Leadership for Interdisciplinary Health Professionals,['TF 1230pm-0145pm 01/17-05/10'],Jennifer   Schindler-Ruwisch
Spring2023,37357,PUBH 4999,01,3.000,Public Health Capstone,['TF 0200pm-0315pm 01/17-05/10'],Kimberly   Doughty
Spring2023,39085,PUBH 5101,01,3.000,Foundations of Public Health,[' TBA 01/17-05/10'],Anthony   Santella
Spring2023,39086,PUBH 5303,01,3.000,Program Planning and Evaluation,[' TBA 01/17-05/10'],Anthony   Santella
Spring2023,37714,RLDV 5486,01,3.000,Developmental Literacy I: Fundamentals of Reading and Language Development,['R 0455pm-0655pm 01/17-05/10'],Jule J.  McCombes-Tolis
Spring2023,37715,RLDV 5488,01,3.000,Content Area Literacy Strategies,['T 0715pm-0915pm 01/17-05/10'],Maureen   Ruby
Spring2023,37716,RLDV 6578,01,3.000,"Wilson Reading: Intensive Instruction II for the Non-Responsive Reader, Steps 1-6",['R 0455pm-0915pm 01/17-05/10'],Debra L  Hillemeir
Spring2023,37717,RLDV 6579,01,1.500-3.000,"Wilson Reading: Practicum II for the Non-Responsive Reader in Grades 3+, Steps 1-6",[' TBA 01/17-05/10'],Debra L  Hillemeir
Spring2023,37718,RLDV 6586,01,3.000,Diagnosis and Remediation of Reading and Language Arts Difficulties,"['S 0900am-0100pm 01/21-01/21', 'S 0900am-0100pm 02/04-02/04', 'S 0900am-0100pm 03/04-03/04', 'S 0900am-0100pm 04/01-04/01', 'S 0900am-0100pm 04/15-04/15', 'S 0900am-0100pm 04/29-04/29', 'S 0900am-0100pm 05/13-05/13']",Jule J.  McCombes-Tolis
Spring2023,37740,RLST 1001,01,3.000,Religion and the Critical Mind,['MR 1100am-1215pm 01/17-05/10'],Clarence   Hardy
Spring2023,37741,RLST 1001,02,3.000,Religion and the Critical Mind,['MR 1230pm-0145pm 01/17-05/10'],Clarence   Hardy
Spring2023,37744,RLST 1002,01,3.000,"Common Questions, Traditional Response",[' TBA 01/23-03/10'],John T.  Slotemaker
Spring2023,37745,RLST 1002,02,3.000,"Common Questions, Traditional Response",[' TBA 01/23-03/10'],John T.  Slotemaker
Spring2023,38698,RLST 1002,03,3.000,"Common Questions, Traditional Response",[' TBA 03/20-05/05'],John T.  Slotemaker
Spring2023,37746,RLST 1003,01,3.000,Religion in a Comparative Key,['MR 1100am-1215pm 01/17-05/10'],John E.  Thiel
Spring2023,37747,RLST 1003,02,3.000,Religion in a Comparative Key,['MR 0200pm-0315pm 01/17-05/10'],John E.  Thiel
Spring2023,38288,RLST 1003,03,3.000,Religion in a Comparative Key,[' TBA 01/23-03/10'],Erik J.  Ranstrom
Spring2023,38289,RLST 1003,04,3.000,Religion in a Comparative Key,[' TBA 03/20-05/05'],Erik J.  Ranstrom
Spring2023,37748,RLST 1004,01,3.000,"Peoples of the Book, Sacred Texts, and Their Communities",['MR 1230pm-0145pm 01/17-05/10'],Matthew   Glassman
Spring2023,37749,RLST 1004,02,3.000,"Peoples of the Book, Sacred Texts, and Their Communities",['MR 0200pm-0315pm 01/17-05/10'],Matthew   Glassman
Spring2023,37750,RLST 1004,03,3.000,"Peoples of the Book, Sacred Texts, and Their Communities",[' TBA 01/23-03/10'],Jeremy L.  Sabella
Spring2023,37751,RLST 1004,04,3.000,"Peoples of the Book, Sacred Texts, and Their Communities",[' TBA 03/20-05/05'],Jeremy L.  Sabella
Spring2023,39062,RLST 1060,01,3.000,Magic and Religion,['MR 0930am-1045am 01/17-05/10'],Hillel Horacio   Athias-Robles
Spring2023,39063,RLST 1060,02,3.000,Magic and Religion,['MR 1100am-1215pm 01/17-05/10'],Hillel Horacio   Athias-Robles
Spring2023,39064,RLST 1091,01,3.000,Introduction to Africana Religions,['MR 0200pm-0315pm 01/17-05/10'],Hillel Horacio   Athias-Robles
Spring2023,39065,RLST 1091,02,3.000,Introduction to Africana Religions,['MR 0330pm-0445pm 01/17-05/10'],Hillel Horacio   Athias-Robles
Spring2023,38826,RLST 1201,01,3.000,Hebrew Bible/Old Testament,['TF 0800am-0915am 01/17-05/10'],Karen   Langton
Spring2023,38827,RLST 1201,02,3.000,Hebrew Bible/Old Testament,['TF 0930am-1045am 01/17-05/10'],Karen   Langton
Spring2023,38828,RLST 1201,03,3.000,Hebrew Bible/Old Testament,['MR 1230pm-0145pm 01/17-05/10'],James   Prosnit
Spring2023,39066,RLST 1251,01,3.000,Heroes and Villains in the Biblical Tradition,['TF 1230pm-0145pm 01/17-05/10'],Matthew   Glassman
Spring2023,39067,RLST 1251,02,3.000,Heroes and Villains in the Biblical Tradition,['TF 0200pm-0315pm 01/17-05/10'],Matthew   Glassman
Spring2023,37754,RLST 1402,01,3.000,Introduction to Catholicism,['MR 0800am-0915am 01/17-05/10'],Nancy A.  Dallavalle
Spring2023,37753,RLST 1402,02,3.000,Introduction to Catholicism,['MR 0930am-1045am 01/17-05/10'],Nancy A.  Dallavalle
Spring2023,38831,RLST 1402,03,3.000,Introduction to Catholicism,['MR 0330pm-0445pm 01/17-05/10'],Caitlin E.  Merritt
Spring2023,37755,RLST 1701,01,3.000,Introduction to Islam,['TF 0200pm-0315pm 01/17-05/10'],Maryam   Kamali
Spring2023,38294,RLST 1801,01,3.000,Asian Religions,['TF 0930am-1045am 01/17-05/10'],Edward   Arnold
Spring2023,38832,RLST 1802,01,3.000,Buddhism,['TF 1100am-1215pm 01/17-05/10'],Edward   Arnold
Spring2023,39068,RLST 2117,01,3.000,The Literature of Jewish Modernity,['TF 1100am-1215pm 01/17-05/10'],Glenn Davis  Dynner
Spring2023,39071,RLST 2155,01,3.000,Jewish Mysticism,['TF 0200pm-0315pm 01/17-05/10'],Glenn Davis  Dynner
Spring2023,38833,RLST 2209,01,3.000,Jewish Interpretations of Scriptures,['MR 0330pm-0445pm 01/17-05/10'],James   Prosnit
Spring2023,39069,RLST 2210,01,3.000,"A Feminist, Gender, and Queer Reading of the Hebrew Bible: Finding New Voices",['TF 1230pm-0145pm 01/17-05/10'],Karen   Langton
Spring2023,39070,RLST 2210,02,3.000,"A Feminist, Gender, and Queer Reading of the Hebrew Bible: Finding New Voices",['TF 0200pm-0315pm 01/17-05/10'],Karen   Langton
Spring2023,38834,RLST 2222,01,3.000,Writings of John,['TF 0930am-1045am 01/17-05/10'],Alan C.  Murchie
Spring2023,38835,RLST 2331,01,3.000,The Problem of God,['TF 1100am-1215pm 01/17-05/10'],John E.  Thiel
Spring2023,37759,RLST 2440,01,3.000,The Medieval Church,[' TBA 01/23-03/10'],Daniel D.  Jones
Spring2023,37760,RLST 2440,02,3.000,The Medieval Church,[' TBA 03/20-05/05'],Daniel D.  Jones
Spring2023,38300,RLST 2441,01,3.000,Encountering God in Medieval Christian Thought,['MR 0800am-0915am 01/17-05/10'],John T.  Slotemaker
Spring2023,38301,RLST 2441,02,3.000,Encountering God in Medieval Christian Thought,['MR 0930am-1045am 01/17-05/10'],John T.  Slotemaker
Spring2023,38384,RLST 2544,01,3.000,Finding God in All Things,['MR 0330pm-0445pm 01/17-05/10'],John   Mulreany
Spring2023,37761,RLST 2552,01,3.000,Contemporary Moral Problems,[' TBA 01/23-03/10'],Christian   Cintron
Spring2023,38011,RLST 2552,02,3.000,Contemporary Moral Problems,[' TBA 03/20-05/05'],Christian   Cintron
Spring2023,38836,RLST 2555,01,3.000,Catholic Social Teaching,['TF 1230pm-0145pm 01/17-05/10'],Paul F.  Lakeland
Spring2023,38837,RLST 2665,01,3.000,Religion and Medicine in the United States,['MR 1230pm-0145pm 01/17-05/10'],Lydia E. N.  Ciollo
Spring2023,37762,RLST 2669,01,3.000,Religion and the Civil Rights Movement,['TF 1230pm-0145pm 01/17-05/10'],Clarence   Hardy
Spring2023,37763,RLST 2669,02,3.000,Religion and the Civil Rights Movement,['TF 0200pm-0315pm 01/17-05/10'],Clarence   Hardy
Spring2023,38309,RLST 2795,01,3.000,"Islam, Race, Power",['TF 0930am-1045am 01/17-05/10'],Martin T.  Nguyen
Spring2023,38838,RLST 2883,01,3.000,Buddhist Spirituality,['MR 0930am-1045am 01/17-05/10'],Ronald M.  Davidson
Spring2023,38839,RLST 2883,02,3.000,Buddhist Spirituality,['MR 1100am-1215pm 01/17-05/10'],Ronald M.  Davidson
Spring2023,38756,RUSN 1110,01,3.000,Elementary Russian I,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Elena T.  Syssoeva
Spring2023,38310,SWRK 1102,01,1.000,Social Work Essentials II,['W 1000am-1050am 01/17-05/10'],Tanika Eaves  Simpson
Spring2023,37382,SWRK 2410,01,3.000,History of Social Welfare,['W 1100am-0130pm 01/17-05/10'],Kim A.  Oliver
Spring2023,37358,SWRK 3302,01,3.000,Human Behavior in the Social Environment II,['TF 0930am-1045am 01/17-05/10'],Joshua   Neitlich
Spring2023,37359,SWRK 3304,01,4.000,Research in Social Work Practice,['TF 1100am-1215pm 01/17-05/10'],Tanika Eaves  Simpson
Spring2023,37360,SWRK 3311,01,3.000,Leadership for Interdisciplinary Health Professionals,['TF 1230pm-0145pm 01/17-05/10'],Joshua   Neitlich
Spring2023,37361,SWRK 4306,01,3.000,Generalist Social Work Practice II,['W 1100am-0130pm 01/17-05/10'],Tanika Eaves  Simpson
Spring2023,37362,SWRK 4308,01,3.000,Integrative Field Practicum Seminar II,['W 0800am-1030am 01/17-05/10'],Joshua   Neitlich
Spring2023,37363,SWRK 4952,01,4.000,Field Practicum II,[' TBA 01/17-05/10'],Kim A.  Oliver
Spring2023,39054,SWRG 5447,01,3.000,Human Dev/Family Lifecycle,['R 0715pm-0915pm 01/17-05/10'],
Spring2023,37700,SWRG 5566,01,3.000,Research Methods in Social Work I,['W 0455pm-0655pm 01/17-05/10'],Julie   Berrett-Abebe
Spring2023,37987,SWRG 6552,01,3.000,Generalist Social Work Practice II,['M 0455pm-0655pm 01/17-05/10'],
Spring2023,37701,SWRG 6562,02,3.000,Social Work Fieldwork II,['T 0715pm-0915pm 01/17-05/10'],Justin   Carotti
Spring2023,37702,SWRG 6564,01,3.000,Advanced Clinical Skills and Practice II,['R 0455pm-0655pm 01/17-05/10'],Yeddi   Park
Spring2023,37703,SWRG 6568,01,3.000,Advanced Social Work Research and Program Evaluation,['R 0715pm-0915pm 01/17-05/10'],Yeddi   Park
Spring2023,39055,SWRG 6570,01,3.000,Assessment Techniques and Psychopathology II,['T 0455pm-0655pm 01/17-05/10'],LaTasha   Smith
Spring2023,37704,SWRG 6577,01,3.000,"Advanced Social Justice, Diversity, and Ethical Professional Practice in Clinical Social Work",['W 0455pm-0655pm 01/17-05/10'],Jay C.  Taylor
Spring2023,37705,SWRG 6582,01,3.000,Advanced Clinical Specialist Field Work II,['T 0715pm-0915pm 01/17-05/10'],Yeddi   Park
Spring2023,37370,SOCI 1100,01,3.000,Introduction to Sociology,['W 1100am-0130pm 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37368,SOCI 1100,02,3.000,Introduction to Sociology,['W 0500pm-0730pm 01/17-05/10'],Ganesh   Trichur
Spring2023,37965,SOCI 1100,03,3.000,Introduction to Sociology,['TF 0930am-1045am 01/17-05/10'],Belinda A.  Quartey
Spring2023,37369,SOCI 1100,04,3.000,Introduction to Sociology,['T 0630pm-0745pm 01/17-05/10'],Eric   Mielants
Spring2023,38803,SOCI 1100,05,3.000,Introduction to Sociology,['TF 0800am-0915am 01/17-05/10'],Belinda A.  Quartey
Spring2023,37372,SOCI 1115,01,3.000,Sociology of the Family,['TF 0330pm-0445pm 01/17-05/10'],Peggy L.  Delfino
Spring2023,37373,SOCI 1125,01,3.000,Sociology of Religion,[' TBA 01/17-05/10'],Joseph A.  Wilson
Spring2023,37374,SOCI 1135,01,3.000,"Race, Gender, and Ethnic Relations",['MR 1100am-1215pm 01/17-05/10'],Rachelle J.  Brunn-Bevel
Spring2023,37375,SOCI 1140,01,3.000,Urban/Suburban Sociology: NYC,['TF 0200pm-0315pm 01/17-05/10'],Peggy L.  Delfino
Spring2023,38804,SOCI 1150,01,3.000,Introduction to International Migration,['TF 0200pm-0315pm 01/17-05/10'],Eric   Mielants
Spring2023,37376,SOCI 2115,01,3.000,Women: Work and Sport,['MR 0930am-1045am 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37377,SOCI 2115,02,3.000,Women: Work and Sport,['MR 1100am-1215pm 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37378,SOCI 2210,01,3.000,Sociology of Law,['MR 0200pm-0315pm 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37379,SOCI 2300,01,3.000,Sociology of Education,['MR 1230pm-0145pm 01/17-05/10'],Rachelle J.  Brunn-Bevel
Spring2023,37380,SOCI 2410,01,3.000,History of Social Welfare,['W 1100am-0130pm 01/17-05/10'],Kim A.  Oliver
Spring2023,37381,SOCI 3710,01,3.000,Contemporary Social Theory,['TF 1100am-1215pm 01/17-05/10'],Eric   Mielants
Spring2023,37966,SOCI 4980,RR,3.000,Field Work Placement,[' TBA 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37383,SOCI 5300,01,3.000,Sociology of Education,['MR 1230pm-0145pm 01/17-05/10'],Rachelle J.  Brunn-Bevel
Spring2023,37574,SWEG 3302,01,3.000,Software Design Methods,['MR 0930am-1045am 01/17-05/10'],Amalia I.  Rusu
Spring2023,37575,SWEG 3302,02,3.000,Software Design Methods,['MR 1100am-1215pm 01/17-05/10'],Amalia I.  Rusu
Spring2023,37576,SWEG 4320,01,3.000,Software Testing and Maintenance,['R 0630pm-0900pm 01/17-05/10'],Thomas   Galasso
Spring2023,37577,SWEG 5302,01,3.000,Software Design Methods,['M 0630pm-0900pm 01/17-05/10'],Adrian S.  Rusu-Sprincenatu
Spring2023,37586,SWEG 5320,01,3.000,Software Testing and Maintenance,['R 0630pm-0900pm 01/17-05/10'],Thomas   Galasso
Spring2023,37578,SWEG 5322,01,3.000,Visual Analytics,['F 0500pm-0730pm 01/17-05/10'],Adrian S.  Rusu-Sprincenatu
Spring2023,38491,SWEG 5322,02,3.000,Visual Analytics,[' TBA 01/17-05/10'],Adrian S.  Rusu-Sprincenatu
Spring2023,37579,SWEG 5349,01,3.000,Cloud Computing,[' TBA 01/17-05/10'],Jeffrey I.  Kramer
Spring2023,37990,SWEG 5407,01,3.000,Java for Programmers,['R 0630pm-0900pm 01/17-05/10'],Blade   Frisch
Spring2023,37982,SWEG 5427,01,3.000,Operating Systems and Programming,['T 0630pm-0900pm 01/17-05/10'],Joseph   Corcoran
Spring2023,38870,SWEG 5440,01,3.000,Vulnerability Management,[' TBA 01/17-05/10'],
Spring2023,38446,SWEG 5525,01,3.000,Human Computer Interaction,['T 0630pm-0900pm 01/17-05/10'],Mallika Arachchilage Danushka Sandaruwan  Bandara
Spring2023,37983,SWEG 5530,01,3.000,Introduction to Information Security,[' TBA 01/17-05/10'],Xiaojiang   Wu
Spring2023,37984,SWEG 6404,01,3.000,Network Security,[' TBA 01/17-05/10'],Gregory   Kyrytschenko
Spring2023,38247,SWEG 6448,01,3.000,Server Management,[' TBA 01/17-05/10'],Xiaojiang   Wu
Spring2023,37580,SWEG 6508,01,3.000,Data Warehouse Systems,['W 0630pm-0900pm 01/17-05/10'],Jonathan R.  Wilson
Spring2023,38871,SWEG 6518,01,3.000,Data Mining and Business Intelligence,['R 0630pm-0900pm 01/17-05/10'],Mallika Arachchilage Danushka Sandaruwan  Bandara
