term,crn,catalog_id,section,credits,title,timecodes,instructor
Spring2023,39000,INTL 2101,08,3.000,Introduction to International Business,['TF 0200pm-0315pm 01/17-05/10'],Ruchika   Sachdeva
Spring2023,39001,INTL 2101,09,3.000,Introduction to International Business,['TF 0330pm-0445pm 01/17-05/10'],Ruchika   Sachdeva
Spring2023,39002,INTL 2101,10,3.000,Introduction to International Business,['W 1100am-0130pm 01/17-05/10'],Gru   Han
Spring2023,39003,INTL 2101,11,3.000,Introduction to International Business,['TR 0500pm-0615pm 01/17-05/10'],Janet   Walsh
Spring2023,39004,INTL 2101,12,3.000,Introduction to International Business,['TR 0630pm-0745pm 01/17-05/10'],Janet   Walsh
Spring2023,39005,INTL 2101,13,3.000,Introduction to International Business,['W 0200pm-0430pm 01/17-05/10'],Ivan   Blum
Spring2023,38788,INTL 3980,01,3.000,Internship,[' TBA 01/17-05/10'],David   Crawford
Spring2023,38808,INTL 3990,01,3.000,Independent Study,[' TBA 01/17-05/10'],David   Crawford
Spring2023,38743,INTL 4999,01,3.000,Senior Capstone Seminar,['W 0200pm-0430pm 01/17-05/10'],Alfred   Babo
Spring2023,38744,INTL 4999,02,3.000,Senior Capstone Seminar,['T 0500pm-0730pm 01/17-05/10'],Dina   Franceschi
Spring2023,38749,ITLN 1110,01,3.000,Elementary Italian I,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Yael   Eliasoph
Spring2023,38750,ITLN 1110,02,3.000,Elementary Italian I,['MWR 0500pm-0550pm 01/17-05/10'],Concetta   Scarfone
Spring2023,37102,ITLN 1111,01,3.000,Elementary Italian II,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Yael   Eliasoph
Spring2023,37103,ITLN 1111,02,3.000,Elementary Italian II,['TWF 1100am-1150am 01/17-05/10'],Megan   Crognale
Spring2023,37104,ITLN 1111,03,3.000,Elementary Italian II,"['TF 1230pm-0120pm 01/17-05/10', 'W 0100pm-0150pm 01/17-05/10']",Megan   Crognale
Spring2023,38140,ITLN 1111,05,3.000,Elementary Italian II,['TWF 0400pm-0450pm 01/17-05/10'],Megan   Crognale
Spring2023,37106,ITLN 2211,01,3.000,Intermediate Italian II,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Sara E.  Diaz
Spring2023,37107,ITLN 2211,02,3.000,Intermediate Italian II,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Federica   Christopher
Spring2023,38751,ITLN 2290,01,3.000,Italian American Cinema,['MR 0930am-1045am 01/17-05/10'],Mary Ann M.  Carolan
Spring2023,38752,ITLN 2290,02,3.000,Italian American Cinema,['MR 1100am-1215pm 01/17-05/10'],Mary Ann M.  Carolan
Spring2023,39090,ITLN 2291,01,3.000,Boccaccio’s Decameron in Translation,['TF 1100am-1215pm 01/17-05/10'],Sara E.  Diaz
Spring2023,38753,ITLN 3219,01,3.000,Italian for Professional Applications,['TF 0200pm-0315pm 01/17-05/10'],Megan   Crognale
Spring2023,38755,ITLN 3990,01,3.000,Independent Study,[' TBA 01/17-05/10'],
Spring2023,38771,ITLN 4999,01,3.000,Capstone Seminar,['MR 1100am-1215pm 01/17-05/10'],Joel D.  Goldfield
Spring2023,37128,LATN 1111,01,4.000,Basic Latin,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Daniel   Libatique
Spring2023,38787,LATN 2211,01,3.000,Readings in Latin Prose and Poetry I,['MR 1230pm-0145pm 01/17-05/10'],Daniel   Libatique
Spring2023,38623,LBPS 4999,KY,3.000,Senior Project,[' TBA 01/17-05/10'],Kathryn J.  Yarrington
Spring2023,38025,LBPS 4999,MW,3.000,Senior Project,[' TBA 01/17-05/10'],Margaret A.  Wills
Spring2023,38702,LBPS 4999,NB,3.000,Senior Project,[' TBA 01/17-05/10'],Niall P.  Brennan
Spring2023,38024,LBPS 4999,RR,3.000,Senior Project,[' TBA 01/17-05/10'],Rose P.  Rodrigues
Spring2023,37206,MGMT 2101,01,3.000,Introduction to Management,['MR 0200pm-0315pm 01/17-05/10'],Paul P.  Daulerio
Spring2023,37207,MGMT 2101,02,3.000,Introduction to Management,['MR 0330pm-0445pm 01/17-05/10'],Paul P.  Daulerio
Spring2023,37208,MGMT 2101,03,3.000,Introduction to Management,['TF 0200pm-0315pm 01/17-05/10'],Paul P.  Daulerio
Spring2023,37209,MGMT 2101,04,3.000,Introduction to Management,['TF 0330pm-0445pm 01/17-05/10'],Paul P.  Daulerio
Spring2023,37211,MGMT 2101,06,3.000,Introduction to Management,['TF 0930am-1045am 01/17-05/10'],Yifeng   Fan
Spring2023,37212,MGMT 2101,07,3.000,Introduction to Management,['MR 0930am-1045am 01/17-05/10'],Richard F.  Cerrone
Spring2023,37213,MGMT 2101,08,3.000,Introduction to Management,['MR 1100am-1215pm 01/17-05/10'],Richard F.  Cerrone
Spring2023,37215,MGMT 2101,10,3.000,Introduction to Management,['TF 0800am-0915am 01/17-05/10'],Gregory N.  Konz
Spring2023,37216,MGMT 2101,11,3.000,Introduction to Management,['TR 0500pm-0615pm 01/17-05/10'],Gregory N.  Konz
Spring2023,38732,MGMT 2101,14,3.000,Introduction to Management,['MR 1230pm-0145pm 01/17-05/10'],Lisa   Stafford
Spring2023,38738,MGMT 2101,15,3.000,Introduction to Management,['TF 0800am-0915am 01/17-05/10'],Yifeng   Fan
Spring2023,37644,MGMT 2980,01,1.000,Internship,[' TBA 01/17-05/10'],Sarah Jennie  Bollinger
Spring2023,37996,MGMT 3235,03,3.000,Managing Human Resources,['TF 1100am-1215pm 01/17-05/10'],Lisa   Stafford
Spring2023,38081,MGMT 3235,04,3.000,Managing Human Resources,['TF 1230pm-0145pm 01/17-05/10'],Lisa   Stafford
Spring2023,38806,MGMT 3235,05,3.000,Managing Human Resources,['TR 0630pm-0745pm 01/17-05/10'],
Spring2023,37219,MGMT 3240,01,3.000,Leading and Managing People,['TF 0930am-1045am 01/17-05/10'],Lisa A.  Mainiero
Spring2023,37220,MGMT 3240,02,3.000,Leading and Managing People,['TF 1100am-1215pm 01/17-05/10'],Lisa A.  Mainiero
Spring2023,37645,MGMT 3980,01,3.000,Internship,[' TBA 01/17-05/10'],Sarah Jennie  Bollinger
Spring2023,37221,MGMT 4300,01,3.000,Business Strategies in the Global Environment,['TF 1100am-1215pm 01/17-05/10'],Christopher J.  Hamer
Spring2023,37222,MGMT 4300,02,3.000,Business Strategies in the Global Environment,['TF 1230pm-0145pm 01/17-05/10'],Christopher J.  Hamer
Spring2023,37223,MGMT 4300,03,3.000,Business Strategies in the Global Environment,['MR 1100am-1215pm 01/17-05/10'],Stanislav   Vavilov
Spring2023,37224,MGMT 4300,04,3.000,Business Strategies in the Global Environment,['MR 1230pm-0145pm 01/17-05/10'],Stanislav   Vavilov
Spring2023,37225,MGMT 4300,06,3.000,Business Strategies in the Global Environment,['TF 0200pm-0315pm 01/17-05/10'],Jeffrey D.  Moretz
Spring2023,37226,MGMT 4300,07,3.000,Business Strategies in the Global Environment,['TF 0330pm-0445pm 01/17-05/10'],Jeffrey D.  Moretz
Spring2023,37227,MGMT 4300,08,3.000,Business Strategies in the Global Environment,['W 1100am-0130pm 01/17-05/10'],Yifeng   Fan
Spring2023,37228,MGMT 4300,09,3.000,Business Strategies in the Global Environment,['W 0200pm-0430pm 01/17-05/10'],Yifeng   Fan
Spring2023,38082,MGMT 4300,11,3.000,Business Strategies in the Global Environment,['W 1100am-0130pm 01/17-05/10'],Christopher J.  Hamer
Spring2023,38807,MGMT 4300,12,3.000,Business Strategies in the Global Environment,['T 0500pm-0730pm 01/17-05/10'],Stanislav   Vavilov
Spring2023,37230,MGMT 4330,01,3.000,Career Planning,['W 1100am-0130pm 01/17-05/10'],Lisa A.  Mainiero
Spring2023,37232,MGMT 4336,01,3.000,Social Entrepreneurship,['TF 0930am-1045am 01/17-05/10'],Jeffrey D.  Moretz
Spring2023,37233,MGMT 4338,01,3.000,Managing a Family Business,['W 0200pm-0430pm 01/17-05/10'],Christopher J.  Hamer
Spring2023,37235,MGMT 4375,01,3.000,Sports Management,['T 0500pm-0730pm 01/17-05/10'],Eugene P.  Doris
Spring2023,38733,MGMT 4390,01,3.000,Cross-Cultural Management,['MR 0930am-1045am 01/17-05/10'],Carl A.  Scheraga
Spring2023,38734,MGMT 4900,01,3.000,Special Topics: Technology Ventures,['MR 0200pm-0315pm 01/23-03/10'],Carl A.  Scheraga
Spring2023,38735,MGMT 4900,02,3.000,"Special Topics:  Strategies, Innovation and Entrepreneurship for Sustainability",['MR 0330pm-0445pm 01/17-05/10'],Stanislav   Vavilov
Spring2023,37238,MGMT 6503,01,3.000,Legal and Ethical Environment of Business,[' TBA 03/20-05/05'],David P.  Schmidt
Spring2023,38513,MGMT 6503,03,3.000,Legal and Ethical Environment of Business,[' TBA 01/23-03/10'],David P.  Schmidt
Spring2023,38736,MGMT 6504,01,3.000,Managing People for Competitive Advantage,['M 0630pm-0930pm 01/23-03/10'],Lisa   Stafford
Spring2023,37240,MGMT 6530,01,3.000,Entrepreneurship,"['W 0630pm-0930pm 03/20-05/05', 'S 0830am-0430pm 03/20-05/05']",Gad   Selig
Spring2023,37241,MGMT 6584,01,3.000,Global Competitive Strategy,"['T 0630pm-0930pm 01/23-03/10', 'S 0830am-0430pm 01/23-03/10']",Carl A.  Scheraga
Spring2023,37571,MGTN 5405,01,3.000,Supply Chain Design,['M 0630pm-0900pm 01/17-05/10'],Adrian H.  van der Kroef
Spring2023,37572,MGTN 5460,01,3.000,Project Management,['T 0630pm-0900pm 01/17-05/10'],Harvey   Hoffman
Spring2023,38239,MGTN 5485,02,3.000,Management of Intellectual Property,['W 0630pm-0900pm 01/17-05/10'],Michael J.  Cooper
Spring2023,38869,MGTN 6505,01,3.000,Introduction to Systems Engineering,['R 0630pm-0900pm 01/17-05/10'],Harvey   Hoffman
Spring2023,37573,MGTN 6962,01,3.000,Capstone II: Project Execution and Results,['R 0500pm-0730pm 01/17-05/10'],Adrian H.  van der Kroef
Spring2023,37243,MKTG 1101,01,3.000,Principles of Marketing,['MR 0800am-0915am 01/17-05/10'],Iman   Naderi
Spring2023,37244,MKTG 1101,02,3.000,Principles of Marketing,['MR 0930am-1045am 01/17-05/10'],Iman   Naderi
Spring2023,37245,MKTG 1101,03,3.000,Principles of Marketing,['MR 1230pm-0145pm 01/17-05/10'],Iman   Naderi
Spring2023,37246,MKTG 1101,04,3.000,Principles of Marketing,['W 1100am-0130pm 01/17-05/10'],Gerald O.  Cavallo
Spring2023,37248,MKTG 1101,06,3.000,Principles of Marketing,['MR 0800am-0915am 01/17-05/10'],William   Natlo
Spring2023,37249,MKTG 1101,07,3.000,Principles of Marketing,['MR 1100am-1215pm 01/17-05/10'],William   Natlo
Spring2023,37250,MKTG 1101,08,3.000,Principles of Marketing,['MR 1230pm-0145pm 01/17-05/10'],William   Natlo
Spring2023,37251,MKTG 1101,09,3.000,Principles of Marketing,['MW 0630pm-0745pm 01/17-05/10'],Mary Kathleen  Kelly
Spring2023,38502,MKTG 1101,10,3.000,Principles of Marketing,['R 0630pm-0900pm 01/17-05/10'],Robert   Schmitt
Spring2023,38879,MKTG 1101,11,3.000,Principles of Marketing,['T 0630pm-0900pm 01/17-05/10'],Robert   Schmitt
Spring2023,38880,MKTG 1101,12,3.000,Principles of Marketing,['TF 0200pm-0315pm 01/17-05/10'],Nazuk   Sharma
Spring2023,38057,MKTG 2212,05,3.000,Consumer Behavior,[' TBA 01/17-05/10'],Arjun   Chaudhuri
Spring2023,38058,MKTG 2212,06,3.000,Consumer Behavior,[' TBA 01/17-05/10'],Arjun   Chaudhuri
Spring2023,37252,MKTG 2231,01,3.000,Advertising,['MW 0500pm-0615pm 01/17-05/10'],Mary Kathleen  Kelly
Spring2023,38881,MKTG 2231,02,3.000,Advertising,['MR 0200pm-0315pm 01/17-05/10'],William   Natlo
Spring2023,37253,MKTG 2241,01,3.000,Digital Marketing,['T 0500pm-0730pm 01/17-05/10'],Nazuk   Sharma
Spring2023,37254,MKTG 2241,02,3.000,Digital Marketing,['W 0200pm-0430pm 01/17-05/10'],Nazuk   Sharma
Spring2023,37255,MKTG 2251,01,3.000,Social Media Marketing,['TF 1230pm-0145pm 01/17-05/10'],Michael R.  Sciandra
Spring2023,37256,MKTG 2251,02,3.000,Social Media Marketing,['TF 0200pm-0315pm 01/17-05/10'],Michael R.  Sciandra
Spring2023,37257,MKTG 2311,01,3.000,Marketing Research,['TF 0930am-1045am 01/17-05/10'],Camelia   Micu
Spring2023,37258,MKTG 2311,02,3.000,Marketing Research,['TF 1100am-1215pm 01/17-05/10'],Camelia   Micu
Spring2023,38882,MKTG 2311,04,3.000,Marketing Research,['TF 0200pm-0315pm 01/17-05/10'],Camelia   Micu
Spring2023,37646,MKTG 2980,01,1.000,Internship,[' TBA 01/17-05/10'],Sarah Jennie  Bollinger
Spring2023,37261,MKTG 3332,01,3.000,Public Relations Strategy,['TF 0930am-1045am 01/17-05/10'],Wendy A.  Christian
Spring2023,37262,MKTG 3341,01,3.000,Brand Management,['MR 0930am-1045am 01/17-05/10'],Gerald O.  Cavallo
Spring2023,37263,MKTG 3341,02,3.000,Brand Management,['MR 1230pm-0145pm 01/17-05/10'],Gerald O.  Cavallo
Spring2023,37647,MKTG 3980,01,3.000,Internship,[' TBA 01/17-05/10'],Sarah Jennie  Bollinger
Spring2023,38883,MKTG 4312,01,3.000,Global Marketing,['MR 1100am-1215pm 01/17-05/10'],Rajasree   Krishnankutty NairRajamma
Spring2023,38884,MKTG 4312,02,3.000,Global Marketing,['MR 0200pm-0315pm 01/17-05/10'],Rajasree   Krishnankutty NairRajamma
Spring2023,38885,MKTG 4312,03,3.000,Global Marketing,['MR 0330pm-0445pm 01/17-05/10'],Rajasree   Krishnankutty NairRajamma
Spring2023,37264,MKTG 6500,01,3.000,Customer Value,[' TBA 01/17-05/10'],Camelia   Micu
Spring2023,38886,MKTG 6510,01,3.000,Advanced Consumer Behavior for Managers,[' TBA 01/17-05/10'],Michael R.  Sciandra
Spring2023,38887,MKTG 6520,01,3.000,Research for Marketing Insights and Decisions,['M 0630pm-0930pm 01/17-05/10'],Iman   Naderi
Spring2023,38888,MKTG 6525,01,3.000,Customer Experience,['W 0630pm-0930pm 01/17-05/10'],Christopher   McTague
Spring2023,37991,MKTG 6535,02,3.000,Strategic Brand Management,[' TBA 01/23-03/10'],Mousumi   Bose Godbole
Spring2023,38063,MKTG 6540,01,3.000,Advertising Management,"['T 0630pm-0930pm 03/20-05/05', ' TBA 03/20-05/05']",William   Natlo
Spring2023,38459,MKTG 6550,01,3.000,Advanced Marketing Strategy,['R 0630pm-0930pm 01/23-03/10'],Julie Anne  Marella
Spring2023,37266,MKTG 6570,01,3.000,Digital Marketing and Analytics,['M 0630pm-0930pm 01/17-05/10'],Joseph   Faranda
Spring2023,38889,MKTG 6999A,01,3.000,Capstone Project: Marketing Analytics and Strategy,['M 0630pm-0930pm 01/17-05/10'],Julie Anne  Marella
Spring2023,38890,MKTG 6999A,02,3.000,Capstone Project: Marketing Analytics and Strategy,[' TBA 01/17-05/10'],Julie Anne  Marella
Spring2023,37686,MFTH 5433,01,3.000,Social Justice and Diversity in Professional Practice,['T 0455pm-0655pm 01/17-05/10'],Erica E.  Hartwell
Spring2023,38458,MFTH 5447,01,3.000,Human Development Across the Family Lifecycle,['R 0715pm-0915pm 01/17-05/10'],Karen E  Giunta
Spring2023,37687,MFTH 5465,01,3.000,Introduction to Substance Abuse and Addictions,['W 0715pm-0915pm 01/17-05/10'],Jay C.  Taylor
Spring2023,37688,MFTH 5470,01,3.000,Sexual and Gender Minority Mental Health,['R 0455pm-0655pm 01/17-05/10'],Erica E.  Hartwell
Spring2023,37689,MFTH 5550,01,3.000,Introduction to Marriage and Family Therapy,['M 0455pm-0655pm 01/17-05/10'],Nicole B.  O'Brien
Spring2023,37691,MFTH 6555,01,3.000,Foundations of Marital and Family Therapy,['M 0455pm-0655pm 01/17-05/10'],Rona   Preli
Spring2023,37692,MFTH 6561,01,3.000,Advanced Interventions in Family Therapy,['T 0715pm-0915pm 01/17-05/10'],Erica E.  Hartwell
Spring2023,37693,MFTH 6565,01,3.000,"Ethical, Legal, and Professional Issues in Family Therapy","['SU 0900am-0500pm 01/17-05/10', ' TBA 01/17-05/10']",Nicole B.  O'Brien
Spring2023,37694,MFTH 6569,01,3.000,Assessment Techniques in Marriage and Family Therapy,['W 0455pm-0655pm 01/17-05/10'],Maryann Hayes  LaBella
Spring2023,37695,MFTH 6951,01,3.000,Practicum in Family Therapy I,['M 0200pm-0700pm 01/17-05/10'],Maryann Hayes  LaBella
Spring2023,39050,MFTH 6951,02,3.000,Practicum in Family Therapy I,['R 0200pm-0700pm 01/17-05/10'],Jennifer C.  Slack Gans
Spring2023,37696,MFTH 6952,01,3.000,Practicum in Family Therapy II,['M 0200pm-0700pm 01/17-05/10'],Maryann Hayes  LaBella
Spring2023,39051,MFTH 6952,02,3.000,Practicum in Family Therapy II,['R 0200pm-0700pm 01/17-05/10'],Jennifer C.  Slack Gans
Spring2023,37697,MFTH 6981,01,3.000,Internship in Family Therapy I,['M 1200pm-0130pm 01/17-05/10'],Rona   Preli
Spring2023,39052,MFTH 6981,02,3.000,Internship in Family Therapy I,['M 1200pm-0130pm 01/17-05/10'],Nicole B.  O'Brien
Spring2023,37698,MFTH 6982,01,3.000,Internship in Family Therapy II,['M 1200pm-0130pm 01/17-05/10'],Rona   Preli
Spring2023,39053,MFTH 6982,02,3.000,Internship in Family Therapy II,['M 1200pm-0130pm 01/17-05/10'],Nicole B.  O'Brien
Spring2023,37699,MFTH 6983,01,1.000,Continuing Internship in Family Therapy,[' TBA 01/17-05/10'],Maryann Hayes  LaBella
Spring2023,37912,MATH 1011,01,3.000,Precalculus,['MW 0630pm-0745pm 01/17-05/10'],Christina   Brown
Spring2023,37913,MATH 1015,01,3.000,Mathematics: An Exploration,['TF 1100am-1215pm 01/17-05/10'],Christopher   Staecker
Spring2023,38213,MATH 1015,02,3.000,Mathematics: An Exploration,['TF 1230pm-0145pm 01/17-05/10'],Christopher   Staecker
Spring2023,39045,MATH 1015,03,3.000,Mathematics: An Exploration,['TF 0930am-1045am 01/17-05/10'],Joan Wyzkoski  Weiss
Spring2023,37914,MATH 1016,01,3.000,Concepts of Calculus,['MW 0500pm-0615pm 01/17-05/10'],Catherine Knight  Dykty
Spring2023,37915,MATH 1016,02,3.000,Concepts of Calculus,['MW 0630pm-0745pm 01/17-05/10'],Catherine Knight  Dykty
Spring2023,37917,MATH 1017,01,3.000,Elementary Probability and Statistics,['MR 0200pm-0315pm 01/17-05/10'],James E  Brown
Spring2023,37918,MATH 1017,02,3.000,Elementary Probability and Statistics,['TF 0800am-0915am 01/17-05/10'],Paul   Chludzinski
Spring2023,37919,MATH 1017,03,3.000,Elementary Probability and Statistics,['MR 0800am-0915am 01/17-05/10'],Paul   Chludzinski
Spring2023,38215,MATH 1017,04,3.000,Elementary Probability and Statistics,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",
Spring2023,37920,MATH 1121,01,3.000,Applied Calculus I,['TR 0630pm-0745pm 01/17-05/10'],Felicia   Joannon-Bellows
Spring2023,37921,MATH 1121,02,3.000,Applied Calculus I,['MR 0800am-0915am 01/17-05/10'],Patricia Rogers  Cunningham
Spring2023,37922,MATH 1121,03,3.000,Applied Calculus I,['MR 0930am-1045am 01/17-05/10'],Patricia Rogers  Cunningham
Spring2023,37923,MATH 1121,04,3.000,Applied Calculus I,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Mark F.  Demers
Spring2023,37924,MATH 1122,01,3.000,Applied Calculus II,['TF 0330pm-0445pm 01/17-05/10'],Carmine   Corica
Spring2023,37925,MATH 1122,02,3.000,Applied Calculus II,['TWF 1100am-1150am 01/17-05/10'],Joan Wyzkoski  Weiss
Spring2023,37980,MATH 1122,03,3.000,Applied Calculus II,['MR 0330pm-0445pm 01/17-05/10'],James E  Brown
Spring2023,37926,MATH 1142,01,4.000,"Calculus II for Chemistry, Engineering, and Physics Majors","['TF 0200pm-0315pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Stephen F.  Sawin
Spring2023,37927,MATH 1142,02,4.000,"Calculus II for Chemistry, Engineering, and Physics Majors","['MR 0930am-1045am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Michael   Wynne
Spring2023,37928,MATH 1142,03,4.000,"Calculus II for Chemistry, Engineering, and Physics Majors","['MR 1100am-1215pm 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Michael   Wynne
Spring2023,37929,MATH 1172,01,4.000,Calculus II,"['MR 0800am-0915am 01/17-05/10', 'W 0800am-0850am 01/17-05/10']",Nicholas David  Kapoor
Spring2023,37930,MATH 1172,02,4.000,Calculus II,"['MR 0930am-1045am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Nicholas David  Kapoor
Spring2023,37932,MATH 2211,01,3.000,Applied Matrix Theory,['TWF 0800am-0850am 01/17-05/10'],Benjamin   Fine
Spring2023,37933,MATH 2217,01,3.000,Statistics I,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Vincent Steven  Madera
Spring2023,37934,MATH 2217,02,3.000,Statistics I,['MR 1230pm-0145pm 01/17-05/10'],Patricia Rogers  Cunningham
Spring2023,37935,MATH 2217,03,3.000,Statistics I,['MR 1100am-1215pm 01/17-05/10'],Patricia Rogers  Cunningham
Spring2023,37936,MATH 2217,04,3.000,Statistics I,['MR 0330pm-0445pm 01/17-05/10'],Christopher Michael  Carbone
Spring2023,37937,MATH 2217,05,3.000,Statistics I,['MR 0330pm-0445pm 01/17-05/10'],Ivan   Blum
Spring2023,37938,MATH 2217,06,3.000,Statistics I,['MR 0200pm-0315pm 01/17-05/10'],Christopher Michael  Carbone
Spring2023,37940,MATH 2217,08,3.000,Statistics I,['TF 1230pm-0145pm 01/17-05/10'],
Spring2023,37941,MATH 2217,09,3.000,Statistics I,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Vincent Steven  Madera
Spring2023,37942,MATH 2217,10,3.000,Statistics I,['TR 0500pm-0615pm 01/17-05/10'],Kathleen   Cerruti
Spring2023,37943,MATH 2217,11,3.000,Statistics I,['TR 0630pm-0745pm 01/17-05/10'],Kathleen   Cerruti
Spring2023,37944,MATH 2217,12,3.000,Statistics I,"['TF 0200pm-0250pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Neha   Hooda
Spring2023,37945,MATH 2217,13,3.000,Statistics I,['MWR 0200pm-0250pm 01/17-05/10'],Vincent Steven  Madera
Spring2023,37946,MATH 2217,14,3.000,Statistics I,['TR 0630pm-0745pm 01/17-05/10'],Abbe   Herzig
Spring2023,37947,MATH 2217,15,3.000,Statistics I,['TR 0500pm-0615pm 01/17-05/10'],
Spring2023,37948,MATH 2217,16,3.000,Statistics I,"['TF 1230pm-0120pm 01/17-05/10', 'W 0100pm-0150pm 01/17-05/10']",Neha   Hooda
Spring2023,37964,MATH 2217,17,3.000,Statistics I,['MWR 0800am-0850am 01/17-05/10'],Christopher   Casement
Spring2023,37975,MATH 2217,18,3.000,Statistics I,['MR 1230pm-0145pm 01/17-05/10'],Laura   Dumitrescu
Spring2023,38013,MATH 2217,19,3.000,Statistics I,['TR 0800pm-0915pm 01/17-05/10'],Abbe   Herzig
Spring2023,38217,MATH 2217,20,3.000,Statistics I,['TF 0330pm-0445pm 01/17-05/10'],Lora Jean  Puhl
Spring2023,38218,MATH 2217,21,3.000,Statistics I,['TF 1100am-1215pm 01/17-05/10'],
Spring2023,38219,MATH 2217,22,3.000,Statistics I,['MW 0630pm-0745pm 01/17-05/10'],
Spring2023,38477,MATH 2217,23,3.000,Statistics I,['MR 1100am-1215pm 01/17-05/10'],Laura   Dumitrescu
Spring2023,38484,MATH 2217,24,3.000,Statistics I,['MWR 0800am-0850am 01/17-05/10'],
Spring2023,38498,MATH 2217,25,3.000,Statistics I,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",
Spring2023,38500,MATH 2217,26,3.000,Statistics I,['MWR 0200pm-0250pm 01/17-05/10'],
Spring2023,37949,MATH 2231,01,3.000,Discrete Mathematics,"['TF 0200pm-0250pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Zhanar   Berikkyzy
Spring2023,39046,MATH 2231,02,3.000,Discrete Mathematics,['MR 0330pm-0445pm 01/17-05/10'],Kimberly Melissa  Barba
Spring2023,37950,MATH 2235,01,3.000,Linear Algebra,['TWF 1100am-1150am 01/17-05/10'],Neha   Hooda
Spring2023,38006,MATH 2235,02,3.000,Linear Algebra,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Neha   Hooda
Spring2023,37951,MATH 2251,01,3.000,Ordinary Differential Equations,['TWF 1100am-1150am 01/17-05/10'],Benjamin   Fine
Spring2023,38226,MATH 2253,01,3.000,Applied Probability Theory,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Vincent Steven  Madera
Spring2023,38220,MATH 3301,01,3.000,Topics in Discrete Mathematics,"['TF 0200pm-0250pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Janet   Striuli
Spring2023,37952,MATH 3332,01,3.000,Partial Differential Equations,['TF 0930am-1045am 01/17-05/10'],Benjamin   Fine
Spring2023,37953,MATH 3337,01,3.000,Number Theory,['MW 0500pm-0615pm 01/17-05/10'],Paul   Baginski
Spring2023,37954,MATH 3342,01,3.000,Theory of Computation,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Christopher   Staecker
Spring2023,37955,MATH 3352,01,3.000,Mathematical Statistics,['MR 0200pm-0315pm 01/17-05/10'],Laura   Dumitrescu
Spring2023,37956,MATH 3354,01,1.000,Actuarial Problem Solving,['W 0200pm-0250pm 01/17-05/10'],Stephen F.  Sawin
Spring2023,37957,MATH 4392,01,3.000,Honors Seminar II,"['TF 1230pm-0120pm 01/17-05/10', 'W 0100pm-0150pm 01/17-05/10']",Zhanar   Berikkyzy
Spring2023,37959,MATH 5418,01,3.000,Applied Statistics II,['M 0630pm-0900pm 01/17-05/10'],Christopher   Casement
Spring2023,37960,MATH 5435,01,3.000,Linear Algebra,['T 0630pm-0900pm 01/17-05/10'],Zhanar   Berikkyzy
Spring2023,37961,MATH 5451,01,3.000,Probability Theory,['R 0630pm-0900pm 01/17-05/10'],Benjamin   Fine
Spring2023,39047,MATH 6531,01,3.000,Dynamical Systems,['M 0630pm-0900pm 01/17-05/10'],Mark F.  Demers
Spring2023,39048,MATH 6537,01,3.000,Number Theory,['MW 0500pm-0615pm 01/17-05/10'],Paul   Baginski
Spring2023,37553,MEEG 2203,01,3.000,Kinematics and Dynamics,['MR 0930am-1045am 01/17-05/10'],Michael P.  Zabinski
Spring2023,37554,MEEG 2203,02,3.000,Kinematics and Dynamics,['MR 1230pm-0145pm 01/17-05/10'],Michael P.  Zabinski
Spring2023,37555,MEEG 2307L,01,1.000,Dynamics Systems Lab,['W 0630pm-0830pm 01/17-05/10'],Kosovka   Cupic
Spring2023,37556,MEEG 2307L,02,1.000,Dynamics Systems Lab,['W 0415pm-0615pm 01/17-05/10'],Naser   Haghbin
Spring2023,38866,MEEG 2307L,03,1.000,Dynamics Systems Lab,['W 0215pm-0414pm 01/17-05/10'],Naser   Haghbin
Spring2023,37557,MEEG 3308,01,3.000,Strength of Materials,['MR 0200pm-0315pm 01/17-05/10'],Michael P.  Zabinski
