nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0033657,Eric Archer,\N,\N,"editor,editorial_department,camera_department","tt0892096,tt0116922,tt0120739,tt0371669"
nm0183039,Jason Cottle,1971,\N,"miscellaneous,actor,location_management","tt0114069,tt1591479,tt1458923,tt0832266"
nm6106043,Michael Healey,\N,\N,actor,"tt3534842,tt1235059,tt0371669,tt0892096"
nm1399513,Nicole Von Riesen,\N,\N,actress,tt0371669
nm1399297,Michael Sulprizio,\N,\N,"actor,assistant_director",tt0371669
nm1255266,Steven Sobel,\N,\N,"director,writer,producer","tt0371669,tt0304628,tt2071560"
nm1399100,Scott Sampila,\N,\N,"producer,writer,casting_director","tt0371669,tt0892096,tt0304628"
nm1250667,Brandon Beckner,\N,\N,"director,actor,writer","tt0892096,tt0466885,tt4935268,tt0371669"
nm0395911,Douglas Hosdale,\N,\N,"cinematographer,camera_department,producer","tt1445190,tt1477679,tt0163566,tt4878470"
nm0576244,Brent Meeske,\N,\N,"producer,camera_department,cinematographer","tt0257606,tt2239742,tt2488090,tt1432146"
nm2427743,Charlie Mendoza,\N,\N,actor,"tt5156656,tt0371762,tt0354892,tt0378221"
nm0273018,Mark Anthony Fernandez,1979,\N,"actor,soundtrack","tt0299775,tt0309675,tt1496702,tt5638094"
nm1137785,Wendell Ramos,1978,\N,actor,"tt0419105,tt0757933,tt1056421,tt0893525"
nm2399343,Rogelio Babala,\N,\N,"production_manager,production_designer","tt0347321,tt0347573,tt0302021,tt0334924"
nm1271156,Antonio Aquitania,1977,\N,actor,"tt1129401,tt2995148,tt5807954,tt1403039"
nm0898062,Carmina Villaroel,1975,\N,actress,"tt0302021,tt0452903,tt0428806,tt2063008"
nm0349988,Benjie De Guzman,\N,\N,"production_designer,art_department,actor","tt0260769,tt0099717,tt0318434,tt0313547"
nm0273049,Rudy Fernandez,1952,2008,"actor,producer","tt0465919,tt0409436,tt0408556,tt0377518"
nm0202516,Ricky Davao,\N,\N,"director,actor,assistant_director","tt0213213,tt0219101,tt5232188,tt0349824"
nm1207895,Alvin Anson,1962,\N,"actor,producer","tt0372604,tt5651372,tt4905554,tt0326905"
nm1010368,Jose N. Carreon,\N,\N,"writer,director,script_department","tt0350086,tt0423422,tt0317795,tt0408556"
nm1404515,Pia Pilapil,\N,\N,actress,"tt0372348,tt0441936,tt0930888,tt3342852"
nm1007928,Mat Ranillo III,1956,\N,actor,"tt0336820,tt0359487,tt0313549,tt0188536"
nm0813098,Charito Solis,1935,1998,actress,"tt0225968,tt0221322,tt0354579,tt0356578"
nm0033109,Johnny Araojo,\N,\N,"cinematographer,camera_department","tt0428496,tt0451766,tt0278964,tt0437337"
nm0602784,Vina Morales,1975,\N,"actress,soundtrack,composer","tt0336543,tt0422946,tt0337145,tt4304364"
nm2059290,Katrina Aguila,\N,\N,actress,"tt0372604,tt0423381,tt0380738,tt2885536"
nm1802669,Jojo Lapus,\N,\N,"writer,assistant_director,actor","tt0317795,tt0402331,tt0417774,tt0423422"
nm0153295,Jack Charlton,1935,2020,,"tt0373756,tt1731019,tt13589216,tt0397211"
nm1874534,John Aldridge,1958,\N,actor,"tt1754410,tt8526638,tt0421396,tt0373756"
nm2933188,Pat Bonner,\N,\N,,"tt0397019,tt2368704,tt0373756,tt3460320"
nm9106947,John Fredrick Byrne,\N,\N,talent_agent,"tt3117630,tt0397222,tt1287866,tt12769022"
nm1342037,Tony Cascarino,1962,\N,,"tt0397222,tt12118228,tt0397019,tt1126155"
nm1248138,John Erraught,\N,\N,"miscellaneous,assistant_director,producer","tt0281820,tt0172396,tt0110148,tt0332658"
nm0909490,Robert Walpole,\N,\N,"producer,assistant_director,director","tt0492486,tt0997270,tt1346961,tt5016946"
nm0207663,Cian de Buitléar,\N,\N,"cinematographer,camera_department,producer","tt0374018,tt0118760,tt0120815,tt0126344"
nm0106456,Paddy Breathnach,1964,\N,"director,producer,assistant_director","tt1185264,tt0126344,tt4334482,tt8247470"
nm0277987,Mary Finlay,\N,\N,"editor,editorial_department,sound_department","tt0372532,tt0104412,tt0319938,tt8098956"
nm0380423,Humberto Herrera,\N,1990,actor,"tt0325804,tt0285962,tt8826052,tt0257415"
nm0142780,Gregorio Casal,1935,2018,"actor,director","tt0316751,tt0329372,tt0065539,tt0065538"
nm0325409,Diana Golden,1968,\N,actress,"tt0806940,tt0318659,tt1245565,tt0772995"
nm0038252,Mario Arévalo,\N,\N,"actor,director,miscellaneous","tt0075901,tt0319658,tt0367472,tt0420245"
nm0875648,Antonio Zubiaga,\N,\N,actor,"tt0222210,tt0338844,tt0233833,tt0291374"
nm1412826,Sayed Peer,\N,\N,editor,tt0373858
nm0013028,Salma Agha,\N,\N,"music_department,actress,soundtrack","tt0158827,tt0232291,tt0493557,tt3741834"
nm0201711,Harbans Darshan M. Arora,\N,\N,"actor,producer,miscellaneous","tt0172188,tt0072100,tt0157451,tt0061206"
nm0044796,Raj Babbar,1952,\N,"actor,music_department","tt0083248,tt4248630,tt0158451,tt0158417"
nm0159269,Mohan Choti,1935,\N,"actor,director,producer","tt0187176,tt0242272,tt0146335,tt2679238"
nm1409943,Ramesh Bedi,\N,\N,"director,producer,writer","tt0398148,tt0373858,tt2782822,tt0451703"
nm1413319,Mehboob Sarwar,\N,\N,"writer,music_department","tt0104854,tt0373858,tt1159229"
nm1409944,Usha Bedi,\N,\N,producer,tt0373858
nm1411750,Deepak Khanuja,\N,\N,composer,tt0373858
nm1410205,V.N. Buva,\N,\N,cinematographer,"tt0390929,tt0373858"
nm1414882,Zack Amata,\N,\N,"actor,writer","tt1851542,tt0804225,tt0374928,tt2147225"
nm0414570,Olu Jacobs,1942,\N,actor,"tt0080641,tt0091757,tt0075561,tt0088760"
nm1300696,Sam Loco Efe,\N,2011,"actor,director","tt1748152,tt1389482,tt1389483,tt0346846"
nm0648702,Rachael Oniga,1957,\N,actress,"tt6714638,tt8324874,tt10283150,tt5057582"
nm1287140,Chico Ejiro,\N,2020,"director,producer,writer","tt0375671,tt0376083,tt0375564,tt0452190"
nm1414935,Udensi Azubike,\N,\N,producer,tt0374928
nm1303135,Opa Williams,\N,\N,producer,"tt0342270,tt0346846,tt0374928"
nm1950174,Henrietta Oniovosa,\N,\N,actress,tt0374928
nm1952382,Uche Osotule,\N,\N,"producer,actor,director","tt1313025,tt0492959,tt1313024,tt0492957"
nm2570131,Illac Diaz,\N,\N,actor,"tt7433980,tt0376467"
nm0738122,Dennis Roldan,\N,\N,actor,"tt0379821,tt0087426,tt0335140,tt0474555"
nm0261824,John Estrada,\N,\N,"actor,soundtrack","tt0466019,tt1233519,tt3904994,tt0318434"
nm0622349,Ruben Natividad,\N,\N,"editor,editorial_department,sound_department","tt0090296,tt0344431,tt0409036,tt0317077"
nm1497889,Alex Ochoa,\N,\N,"production_designer,art_department,art_director","tt0335393,tt0330410,tt0325266,tt0347232"
nm1436569,Jennifer Mendoza,\N,\N,"actress,soundtrack","tt0386652,tt2356993,tt0409040,tt4923102"
nm0899156,Roi Vinzon,\N,\N,"actor,director,writer","tt1318907,tt6896960,tt1047877,tt4304426"
nm1298171,Vic Belaro,\N,\N,"actor,director,miscellaneous","tt0362112,tt0413266,tt0218821,tt0406242"
nm1209392,Polly Cadsawan,\N,\N,actor,"tt0336961,tt0335543,tt0335453,tt1318907"
nm1390536,Pepe Marcos,\N,\N,"editor,director,writer","tt0408938,tt0378697,tt0408807,tt1407218"
nm0618965,Henry Nadong,\N,\N,"writer,actor,location_management","tt0335393,tt0334891,tt0409401,tt0350302"
nm0124588,Danny Bustos,\N,\N,"cinematographer,camera_department","tt0326359,tt0442312,tt0367474,tt0423506"
nm2929890,Boy Tablizo,\N,\N,"production_designer,art_department,art_director","tt0335081,tt0347781,tt0347728,tt0372443"
nm1246270,Gio Alvarez,\N,\N,"actor,soundtrack","tt0380738,tt1243381,tt1382687,tt10965280"
nm1087472,Victoria Haynes,\N,\N,actress,"tt0370350,tt0423381,tt0380738,tt0399989"
nm0541278,Smokey Manaloto,\N,\N,"actor,miscellaneous","tt0156138,tt0378297,tt1418276,tt0466145"
nm1301382,Iwi Nicolas,\N,\N,actress,"tt0401875,tt0220015,tt0380738,tt0382729"
nm0580158,Glydel Mercado,\N,\N,"actress,miscellaneous","tt1126377,tt0261301,tt2973256,tt1050616"
nm0086984,Nida Blanca,1936,2001,actress,"tt0318412,tt0318446,tt0375032,tt0216559"
nm1662214,Vingo Regino,\N,\N,"actor,soundtrack","tt0377383,tt0399989,tt0350302"
nm1028275,Emmanuel H. Borlaza,1935,2017,"director,writer,actor","tt0403396,tt0344240,tt1192406,tt0344886"
nm1000266,Frank Rivera,\N,\N,"writer,actor,production_designer","tt1240964,tt0278964,tt0291972,tt0291902"
nm0847772,Rene Tala,\N,\N,"editor,editorial_department,writer","tt0346860,tt0079361,tt0318683,tt0374480"
nm1663784,Jimmy Regino,\N,\N,actor,"tt0350302,tt0377383"
nm2501154,Delia de Leon,\N,\N,actress,"tt0377388,tt0489779,tt0444345"
nm1006879,Dolphy,1928,2012,"actor,producer,soundtrack","tt0417820,tt0359770,tt0292097,tt0409938"
nm1258739,Vandolph,1984,\N,actor,"tt0409938,tt0395467,tt0347187,tt0361578"
nm1309874,Jett C. Espiritu,\N,\N,"director,writer,assistant_director","tt5069576,tt0417583,tt2582254,tt6878412"
nm1393054,Babalu,\N,\N,actor,"tt0370054,tt1399213,tt0447780,tt0435242"
nm1044659,Boy Alano,1941,\N,"actor,assistant_director,production_manager","tt0347232,tt1375783,tt2140467,tt1470849"
nm1393911,Isadora,\N,\N,actress,"tt0408618,tt1058059,tt1764181,tt0317081"
nm1438768,Benny Sanders,\N,\N,actor,tt0377433
nm1298224,Rolly Bernardo,\N,\N,"production_designer,director,actor","tt0347729,tt0348273,tt0409348,tt0317765"
nm1242781,Chuck Perez,\N,\N,actor,"tt0317081,tt0377439,tt0377438,tt5201016"
nm1299713,King Gutierrez,1955,\N,"actor,stunts","tt0218821,tt0421713,tt0374480,tt1318907"
nm2879273,Rick Acasio,\N,\N,"writer,actor","tt5146996,tt0314261,tt1470933,tt8312532"
nm1600829,Dante Pangilinan,\N,\N,"director,writer","tt0377439,tt5104282,tt0383180,tt2325766"
nm1885177,Noli Buenaseda,\N,\N,"producer,production_manager,camera_department","tt5104282,tt0428799,tt0380536,tt0436072"
nm1744145,Boy Alcaide,\N,\N,"composer,music_department,soundtrack","tt0410154,tt0429195,tt0374480,tt5104282"
nm1869860,Felizardo Anastacio,\N,\N,"camera_department,cinematographer,production_manager","tt0428799,tt0377439,tt2229277,tt0438858"
nm1217336,Nap Montebon,\N,\N,"editor,editorial_department","tt0436072,tt5104282,tt0380536,tt0381377"
nm1165369,Bot Jarlego,\N,\N,"editorial_department,editor,sound_department","tt0377463,tt0381096,tt0312942,tt0377443"
nm0272951,Dan Fernandez,\N,\N,actor,"tt0377443,tt0354728,tt4498800,tt5091846"
nm1086398,Joanne Quintas,\N,\N,actress,"tt0336961,tt0347781,tt0377443,tt0350240"
nm2057362,Dandin Ranillo,\N,\N,"actor,director,writer","tt0380273,tt2780242,tt0381631,tt0377443"
nm1312144,Daniel Pasia,\N,\N,actor,"tt0347781,tt0377443,tt0377463,tt0335421"
nm1907380,Maurice Carvajal,\N,\N,"special_effects,director,art_department","tt0261518,tt0377443,tt0380707,tt0422151"
nm3070986,Al Marcelo,\N,\N,"writer,miscellaneous,actor","tt0377443,tt0378513,tt0408932,tt0256428"
nm1293834,Ronald Stephen Monteverde,\N,\N,"producer,miscellaneous,writer","tt3785178,tt0439750,tt2239866,tt0383203"
nm0209677,Rey De Leon,\N,\N,"cinematographer,camera_department","tt0216600,tt0349178,tt0377443,tt0412473"
nm1626606,Apo Manansala,\N,\N,"art_department,production_designer,producer","tt0409401,tt0377463,tt2080321,tt9253144"
nm0261883,Jorge Estregan,\N,\N,"actor,writer","tt4304426,tt2477732,tt3419966,tt2101393"
nm0479653,Berting Labra,1933,2009,"actor,assistant_director","tt1240903,tt1364181,tt0351926,tt1364252"
nm0900047,Bey Vito,\N,\N,"assistant_director,producer,actor","tt0099717,tt0239326,tt1642188,tt0377463"
nm1416251,Rolf Mahilom,\N,\N,writer,"tt0377463,tt0303005,tt0335984,tt0320390"
nm1204945,Levi Ignacio,\N,\N,"actor,stunts","tt1691237,tt1318907,tt5938084,tt0294297"
nm1111198,Ian Veneracion,1975,\N,actor,"tt0781865,tt3837198,tt0410945,tt5755634"
nm0848506,Beth Tamayo,\N,\N,actress,"tt1149354,tt1456887,tt0424364,tt2524506"
nm0206319,Bing Davao,\N,\N,actor,"tt0360527,tt0220843,tt1796352,tt0399989"
nm0202515,Charlie Davao,1934,2010,"actor,producer","tt0411160,tt0346179,tt0085792,tt0467372"
nm1309967,Shirley Fuentes,\N,\N,actress,"tt0335036,tt6895744,tt5251426,tt0481353"
nm0998910,Patrick Guzman,\N,\N,actor,"tt0346086,tt0360219,tt0349712,tt0375652"
nm1106049,Bb Gandanghari,1965,\N,"actress,writer,producer","tt0764860,tt2420040,tt0877732,tt0893525"
nm1603758,Edwin 'Kiko' Ortega,\N,\N,"composer,music_department,actor","tt0335393,tt0381631,tt0403115,tt0335453"
nm1283724,Ramon Marcelino,\N,\N,"cinematographer,camera_department,writer","tt0335543,tt0441516,tt5201006,tt0335453"
nm2049814,Boy Fernandez,\N,\N,"actor,stunts","tt2375709,tt9261730,tt2290697,tt1418276"
nm0304070,Ronald Gan Ledesma,\N,\N,actor,"tt0279774,tt0348260,tt5124474,tt0378074"
nm0499205,Lito Legaspi,1941,2019,"actor,art_department","tt0218821,tt0383180,tt4123068,tt0301844"
nm1217050,Roland Ledesma,\N,\N,"director,writer,producer","tt2232532,tt2220872,tt8290350,tt5091076"
nm1425954,Rey Sagum,\N,\N,"actor,stunts,assistant_director","tt2264767,tt0377535,tt7175990,tt5473998"
nm2555370,Rudy Quijano,\N,\N,"cinematographer,camera_department","tt0348260,tt1032157,tt2108604,tt6878412"
nm1794513,Bobby Benitez,\N,\N,"actor,art_director,assistant_director","tt1418276,tt5224302,tt0336283,tt0377443"
nm1284483,Arthur Santamaria,\N,\N,"production_designer,art_director,actor","tt0378697,tt0372604,tt0378528,tt0423230"
nm1106048,Dennis Padilla,\N,\N,"actor,writer,soundtrack","tt4628812,tt7550632,tt0424213,tt5586022"
nm0034925,Jun Aristorenas,1933,2000,"actor,director,writer","tt0378572,tt1198647,tt0359221,tt0347512"
nm0516541,Sergio Lobo,\N,\N,"cinematographer,camera_department","tt0365609,tt0125144,tt0474569,tt0125218"
nm1517207,Renato De Leon,\N,\N,"editor,editorial_department,actor","tt0314194,tt0335140,tt1136817,tt0422909"
nm0261862,Roger Estrada,\N,\N,"camera_department,cinematographer,art_department","tt0377611,tt0113144,tt2504718,tt0337134"
nm1049183,John Regala,\N,\N,"actor,writer,director","tt0441919,tt2101393,tt0291902,tt0382548"
nm0729461,Dante Rivero,\N,\N,"actor,director,producer","tt0345547,tt0375031,tt1243381,tt8661062"
nm2374906,Johnny Ramirez,\N,\N,"actor,assistant_director,writer","tt6878412,tt5069576,tt5085288,tt0377611"
nm0708791,Segundo Ramos,\N,\N,"editor,director,writer","tt0357210,tt1085846,tt0282429,tt0377611"
nm0864217,Jerry O. Tirazona,\N,\N,"writer,director","tt0345547,tt0466689,tt1407236,tt2511616"
nm4819042,Jess Eribe,\N,\N,"cinematographer,camera_department","tt5169612,tt2235112,tt6895744,tt0377611"
nm0190303,Ely Cruz,\N,\N,"cinematographer,camera_department,miscellaneous","tt0112986,tt0422909,tt0256106,tt0117568"
nm1257221,Jayvee Gayoso,\N,\N,"actor,soundtrack","tt0377724,tt2717558,tt0824291,tt0335512"
nm0740660,Patricia Ann Roque,\N,\N,"actress,soundtrack","tt1119177,tt0214825,tt0318434,tt0335512"
nm0174235,Alma Concepcion,\N,\N,actress,"tt0119218,tt7284466,tt0407935,tt0220015"
nm0739449,Joey Romero,\N,\N,"director,production_manager,actor","tt0430243,tt0325778,tt0096969,tt0335512"
nm0898183,Raquel Villavicencio,\N,\N,"actress,writer,production_designer","tt0345106,tt0151033,tt0138317,tt0221322"
nm0033111,Romulo Araojo,\N,\N,"cinematographer,camera_department","tt0291902,tt0278964,tt0224832,tt0261301"
nm1737315,Edgar Abanilla,\N,\N,producer,"tt0398306,tt0435924,tt0378297,tt0314194"
nm0327861,Luis Gonzales,1928,2012,actor,"tt0371738,tt1087554,tt0358190,tt0189001"
nm1045948,Zoren Legaspi,\N,\N,"actor,director","tt0438865,tt1059498,tt0877084,tt0874438"
nm1068556,Rando Almanzor,\N,\N,actor,"tt0383203,tt0377443,tt0347781,tt0218821"
nm0095072,Bernard Bonnin,1939,2009,actor,"tt0374494,tt1165323,tt1139267,tt0421589"
nm0438071,Phillip Ko,1949,2017,"actor,director,stunts","tt0256145,tt0256428,tt0319020,tt5095832"
nm1951440,Dante Castro,\N,\N,actor,"tt0220015,tt0383203,tt0125044,tt0347320"
nm1962169,Alex David,\N,\N,actor,"tt0377443,tt0349178,tt0381096,tt0383203"
nm1311969,Mike Gayoso,\N,\N,actor,"tt0302021,tt0383203,tt0438963,tt0398307"
nm0894969,Gardo Versoza,1969,\N,"actor,soundtrack","tt0286973,tt1050616,tt0140345,tt1849249"
nm0443904,Raymond Keannu,\N,\N,actor,"tt0417774,tt0786950,tt0383203,tt0113278"
nm1217651,Francis Posadas,\N,\N,"director,writer","tt0327971,tt0357314,tt4304426,tt0380499"
nm1301487,Giorgia Ortega,\N,\N,actress,"tt0327472,tt0381096,tt0346911,tt0381558"
nm0590871,Ara Mina,\N,\N,"actress,soundtrack,producer","tt0369553,tt0452903,tt1160023,tt0439706"
nm0894494,Ruel Vernal,\N,\N,actor,"tt0384864,tt0302015,tt0450790,tt0077740"
nm1190941,Rogelio Salvador,\N,\N,"editor,director,editorial_department","tt0381631,tt1063662,tt0317081,tt0383203"
nm1296472,Vic Sotto,1954,\N,"actor,producer,writer","tt2104022,tt5830556,tt1782526,tt2529956"
nm1665433,Jacky Shix,\N,\N,actor,"tt0424436,tt0377857"
nm1435571,Alou Gonzales,\N,\N,actress,"tt0377997,tt2833376,tt0377857,tt0824291"
nm3986632,Abelardo Molina Reyes,\N,\N,writer,"tt0488124,tt0377857"
nm1953095,Homer Flores,\N,\N,"composer,soundtrack,music_department","tt2144500,tt0318446,tt0423423,tt0466933"
nm0487501,Rey Lapid,\N,\N,"cinematographer,actor,camera_department","tt0360219,tt0088137,tt2544674,tt0467372"
nm0007668,Jing Abalos,\N,\N,actor,"tt0335280,tt0061386,tt0218821,tt1190666"
nm2570961,Edward Hagedorn,\N,\N,writer,tt0378015
nm1206688,Senen Dimaguila,\N,\N,"writer,actor","tt0349147,tt0325266,tt0337134,tt0349121"
nm0263476,Jesse Ejercito,\N,\N,"producer,miscellaneous,actor","tt0347728,tt3894998,tt0337134,tt0347547"
nm0896568,Priscilla Almeda,\N,\N,"actress,soundtrack","tt0349598,tt0348165,tt0303720,tt0348139"
nm0008556,Rey 'PJ' Abellana,\N,\N,actor,"tt0273080,tt0347750,tt0346179,tt0345773"
nm0198392,Cris Daluz,1934,2009,"actor,sound_department","tt0314194,tt0437265,tt0347781,tt5071414"
nm0759988,Mauro Gia Samonte,\N,\N,"writer,director","tt0480335,tt0757239,tt0459023,tt0185968"
nm1641426,Bienvenido Medina,\N,\N,"composer,music_department","tt0347316,tt0409154,tt0427805,tt0442393"
nm1917125,Felizardo Bailen,\N,\N,"cinematographer,camera_department","tt2112937,tt2178951,tt0317698,tt0452148"
nm1710810,Oskee Salazar,1951,1999,"miscellaneous,actor,writer","tt2016995,tt0409401,tt0372604,tt0188928"
nm0764295,Vic Santos,\N,\N,"actor,art_department,art_director","tt0336281,tt0115858,tt0072295,tt0314263"
nm1238309,Baldo Marro,\N,2017,"stunts,actor,director","tt5156656,tt0378241,tt1894406,tt0940750"
nm0273075,Daniel Fernando,\N,\N,actor,"tt1706168,tt0450790,tt0378076,tt0095562"
nm1234102,Lovely Rivero,\N,\N,actress,"tt1922175,tt1030467,tt7411912,tt0442312"
nm0202261,Carol Dauden,\N,\N,actress,"tt2523056,tt0452148,tt0465665,tt0378018"
nm0650868,Ernie Ortega,\N,2000,"actor,writer,stunts","tt1204239,tt1162054,tt0087727,tt1954903"
nm1215476,Tony Bernal,\N,\N,"actor,director,writer","tt0357247,tt0327697,tt0479510,tt0478701"
nm1049277,Vic Varrion,\N,\N,actor,"tt0347547,tt0495366,tt2111428,tt0362112"
nm0147262,Bert Cayanan,\N,\N,"actor,stunts","tt5246682,tt0378895,tt0978329,tt0291913"
nm1299540,Janno Gibbs,1969,\N,"music_department,soundtrack,actor","tt1230181,tt0347757,tt0424213,tt0347726"
nm0180720,Pilita Corrales,1939,\N,"actress,soundtrack,music_department","tt0349641,tt1130912,tt0155647,tt1407228"
nm1299539,Alyssa Gibbs,\N,\N,actress,"tt0347757,tt0377190,tt2938306,tt0378040"
nm1447024,Elizabeth Ramsey,1931,2015,actress,"tt1158338,tt5241688,tt0411125,tt5067296"
nm0760866,Sylvia Sanchez,\N,\N,actress,"tt0441516,tt3819170,tt10151630,tt8372640"
nm0991856,Lito Lapid,1955,\N,"actor,director,stunts","tt0860504,tt2372397,tt1538295,tt0345547"
nm0062540,Perla Bautista,1940,\N,actress,"tt0317077,tt0081039,tt0125025,tt0354730"
nm1053916,Ramon Christopher,\N,\N,actor,"tt1149354,tt5101012,tt0425511,tt0406242"
nm1300526,Jess Lapid Jr.,\N,\N,"actor,camera_department,stunts","tt1174948,tt7275846,tt0437306,tt0833942"
nm0261459,Lito Estacio,\N,\N,"art_department,production_designer,camera_department","tt1625542,tt0378066,tt2225288,tt0099579"
nm0894063,Ace Vergel,1952,2007,actor,"tt0317077,tt0378564,tt1360751,tt0435882"
nm0215856,Monsour Del Rosario,\N,\N,"actor,producer","tt0256145,tt0383438,tt0384864,tt0256428"
nm1776606,Teddy Gomez,\N,\N,"director,actor,production_manager","tt0380539,tt0294297,tt0378066,tt0379846"
nm0127760,Eduardo Cabrales,\N,\N,"cinematographer,camera_department,miscellaneous","tt0077479,tt1446153,tt0377463,tt0383203"
nm1294929,Joe Solo,\N,\N,"editor,editorial_department,sound_department","tt0347781,tt0312864,tt0301917,tt0218821"
nm0274628,Tony Ferrer,1934,2021,"actor,director,producer","tt0438968,tt1143987,tt1590102,tt0757887"
nm7335452,Maylourd Ledesma,\N,\N,actor,"tt0378074,tt4695088,tt5094584"
nm0033107,Sammy Aranzamendez,\N,\N,"production_designer,art_department,special_effects","tt0318683,tt0312797,tt0146309,tt1194173"
nm0708288,Daria Ramirez,\N,\N,actress,"tt0436207,tt8856040,tt0317062,tt0301844"
nm0681367,Cherry Pie Picache,1970,\N,"actress,soundtrack","tt1031930,tt0809517,tt0393110,tt0757898"
nm0260491,Don Escudero,\N,2011,"production_designer,director,writer","tt0318683,tt0086056,tt0418151,tt0300202"
nm1128171,Alejandro Duarte,\N,\N,actor,"tt0396029,tt0378110,tt0380309,tt0772911"
nm0991678,Óscar Figueiras,\N,\N,actor,"tt0266876,tt0378110,tt0380309,tt0286282"
nm0657231,Begoña Palacios,1941,2000,actress,"tt0251978,tt0276862,tt0276796,tt0055386"
nm1295612,Anjo Yllana,\N,\N,"actor,soundtrack,director","tt0449673,tt0155922,tt0377785,tt0312860"
nm0305374,Patrick Garcia,1981,\N,actor,"tt0216563,tt0219155,tt0218821,tt0313659"
nm1293867,Edgar Mortiz,\N,\N,"director,miscellaneous,actor","tt0456791,tt0345783,tt2255053,tt0188736"
nm1760862,Tots Mariscal,\N,\N,"director,production_designer,actor","tt1758290,tt1932023,tt1256514,tt4003324"
nm1301835,Boy 2 Quizon,\N,\N,"actor,producer,director","tt0347187,tt2995148,tt9653184,tt10965280"
nm0042564,Amy Austria,1961,\N,"actress,soundtrack","tt0408618,tt0278989,tt0312997,tt0403211"
nm0202973,Lawrence David,\N,\N,actor,"tt0436207,tt0352080,tt0436072,tt0378116"
nm1438158,Sheila Ysrael,\N,\N,actress,"tt0378418,tt1418276,tt0450790,tt0407914"
