term,crn,location,day,start,end
Summer2021,51069,ONLINE ,M,2021-05-24T18:00:00,2021-05-24T21:30:00
Summer2021,51069,ONLINE ,W,2021-05-26T18:00:00,2021-05-26T21:30:00
Summer2021,51069,ONLINE ,W,2021-06-02T18:00:00,2021-06-02T21:30:00
Summer2021,51069,ONLINE ,M,2021-06-07T18:00:00,2021-06-07T21:30:00
Summer2021,51069,ONLINE ,W,2021-06-09T18:00:00,2021-06-09T21:30:00
Summer2021,51069,ONLINE ,M,2021-06-14T18:00:00,2021-06-14T21:30:00
Summer2021,51069,ONLINE ,W,2021-06-16T18:00:00,2021-06-16T21:30:00
Summer2021,51069,ONLINE ,M,2021-06-21T18:00:00,2021-06-21T21:30:00
Summer2021,51069,ONLINE ,W,2021-06-23T18:00:00,2021-06-23T21:30:00
Summer2021,51069,ONLINE ,M,2021-06-28T18:00:00,2021-06-28T21:30:00
Summer2021,51069,ONLINE ,W,2021-06-30T18:00:00,2021-06-30T21:30:00
Summer2021,51069,ONLINE ,R,2021-06-03T18:00:00,2021-06-03T21:30:00
Summer2021,51070,ONLINE ,M,2021-07-12T18:00:00,2021-07-12T21:30:00
Summer2021,51070,ONLINE ,W,2021-07-14T18:00:00,2021-07-14T21:30:00
Summer2021,51070,ONLINE ,M,2021-07-19T18:00:00,2021-07-19T21:30:00
Summer2021,51070,ONLINE ,W,2021-07-21T18:00:00,2021-07-21T21:30:00
Summer2021,51070,ONLINE ,M,2021-07-26T18:00:00,2021-07-26T21:30:00
Summer2021,51070,ONLINE ,W,2021-07-28T18:00:00,2021-07-28T21:30:00
Summer2021,51070,ONLINE ,M,2021-08-02T18:00:00,2021-08-02T21:30:00
Summer2021,51070,ONLINE ,W,2021-08-04T18:00:00,2021-08-04T21:30:00
Summer2021,51070,ONLINE ,M,2021-08-09T18:00:00,2021-08-09T21:30:00
Summer2021,51070,ONLINE ,W,2021-08-11T18:00:00,2021-08-11T21:30:00
Summer2021,51223,ONLINE ,W,2021-05-26T08:00:00,2021-05-26T11:00:00
Summer2021,51223,ONLINE ,S,2021-05-29T09:00:00,2021-05-29T12:00:00
Summer2021,51223,ONLINE ,T,2021-06-01T08:00:00,2021-06-01T11:00:00
Summer2021,51223,ONLINE ,F,2021-06-04T08:00:00,2021-06-04T11:00:00
Summer2021,51223,ONLINE ,T,2021-06-08T08:00:00,2021-06-08T11:00:00
Summer2021,51223,ONLINE ,F,2021-06-11T08:00:00,2021-06-11T11:00:00
Summer2021,51223,ONLINE ,T,2021-06-15T08:00:00,2021-06-15T11:00:00
Summer2021,51223,ONLINE ,F,2021-06-18T08:00:00,2021-06-18T11:00:00
