term,crn,location,day,start,end
Spring2022,34780,TBA,T,2022-01-18T12:30:00,2022-01-18T13:45:00
Spring2022,34780,TBA,F,2022-01-21T12:30:00,2022-01-21T13:45:00
Spring2022,34780,TBA,T,2022-01-25T12:30:00,2022-01-25T13:45:00
Spring2022,34780,TBA,F,2022-01-28T12:30:00,2022-01-28T13:45:00
Spring2022,34780,TBA,T,2022-02-01T12:30:00,2022-02-01T13:45:00
Spring2022,34780,TBA,F,2022-02-04T12:30:00,2022-02-04T13:45:00
Spring2022,34780,TBA,T,2022-02-08T12:30:00,2022-02-08T13:45:00
Spring2022,34780,TBA,F,2022-02-11T12:30:00,2022-02-11T13:45:00
Spring2022,34780,TBA,T,2022-02-15T12:30:00,2022-02-15T13:45:00
Spring2022,34780,TBA,F,2022-02-18T12:30:00,2022-02-18T13:45:00
Spring2022,34780,TBA,F,2022-02-25T12:30:00,2022-02-25T13:45:00
Spring2022,34780,TBA,T,2022-03-01T12:30:00,2022-03-01T13:45:00
Spring2022,34780,TBA,F,2022-03-04T12:30:00,2022-03-04T13:45:00
Spring2022,34780,TBA,T,2022-03-08T12:30:00,2022-03-08T13:45:00
Spring2022,34780,TBA,F,2022-03-11T12:30:00,2022-03-11T13:45:00
Spring2022,34780,TBA,T,2022-03-22T12:30:00,2022-03-22T13:45:00
Spring2022,34780,TBA,F,2022-03-25T12:30:00,2022-03-25T13:45:00
Spring2022,34780,TBA,T,2022-03-29T12:30:00,2022-03-29T13:45:00
Spring2022,34780,TBA,F,2022-04-01T12:30:00,2022-04-01T13:45:00
Spring2022,34780,TBA,T,2022-04-05T12:30:00,2022-04-05T13:45:00
Spring2022,34780,TBA,F,2022-04-08T12:30:00,2022-04-08T13:45:00
Spring2022,34780,TBA,T,2022-04-12T12:30:00,2022-04-12T13:45:00
Spring2022,34780,TBA,T,2022-04-19T12:30:00,2022-04-19T13:45:00
Spring2022,34780,TBA,F,2022-04-22T12:30:00,2022-04-22T13:45:00
Spring2022,34780,TBA,T,2022-04-26T12:30:00,2022-04-26T13:45:00
Spring2022,34780,TBA,F,2022-04-29T12:30:00,2022-04-29T13:45:00
Spring2022,34780,TBA,T,2022-05-03T12:30:00,2022-05-03T13:45:00
Spring2022,34780,TBA,F,2022-05-06T12:30:00,2022-05-06T13:45:00
Spring2022,34780,TBA,T,2022-05-10T12:30:00,2022-05-10T13:45:00
Spring2022,34780,TBA,T,2022-02-22T12:30:00,2022-02-22T13:45:00
Spring2022,34781,TBA,T,2022-01-18T14:00:00,2022-01-18T15:15:00
Spring2022,34781,TBA,F,2022-01-21T14:00:00,2022-01-21T15:15:00
Spring2022,34781,TBA,T,2022-01-25T14:00:00,2022-01-25T15:15:00
Spring2022,34781,TBA,F,2022-01-28T14:00:00,2022-01-28T15:15:00
Spring2022,34781,TBA,T,2022-02-01T14:00:00,2022-02-01T15:15:00
Spring2022,34781,TBA,F,2022-02-04T14:00:00,2022-02-04T15:15:00
Spring2022,34781,TBA,T,2022-02-08T14:00:00,2022-02-08T15:15:00
Spring2022,34781,TBA,F,2022-02-11T14:00:00,2022-02-11T15:15:00
Spring2022,34781,TBA,T,2022-02-15T14:00:00,2022-02-15T15:15:00
Spring2022,34781,TBA,F,2022-02-18T14:00:00,2022-02-18T15:15:00
Spring2022,34781,TBA,F,2022-02-25T14:00:00,2022-02-25T15:15:00
Spring2022,34781,TBA,T,2022-03-01T14:00:00,2022-03-01T15:15:00
Spring2022,34781,TBA,F,2022-03-04T14:00:00,2022-03-04T15:15:00
Spring2022,34781,TBA,T,2022-03-08T14:00:00,2022-03-08T15:15:00
Spring2022,34781,TBA,F,2022-03-11T14:00:00,2022-03-11T15:15:00
Spring2022,34781,TBA,T,2022-03-22T14:00:00,2022-03-22T15:15:00
Spring2022,34781,TBA,F,2022-03-25T14:00:00,2022-03-25T15:15:00
Spring2022,34781,TBA,T,2022-03-29T14:00:00,2022-03-29T15:15:00
Spring2022,34781,TBA,F,2022-04-01T14:00:00,2022-04-01T15:15:00
Spring2022,34781,TBA,T,2022-04-05T14:00:00,2022-04-05T15:15:00
Spring2022,34781,TBA,F,2022-04-08T14:00:00,2022-04-08T15:15:00
Spring2022,34781,TBA,T,2022-04-12T14:00:00,2022-04-12T15:15:00
Spring2022,34781,TBA,T,2022-04-19T14:00:00,2022-04-19T15:15:00
Spring2022,34781,TBA,F,2022-04-22T14:00:00,2022-04-22T15:15:00
Spring2022,34781,TBA,T,2022-04-26T14:00:00,2022-04-26T15:15:00
Spring2022,34781,TBA,F,2022-04-29T14:00:00,2022-04-29T15:15:00
Spring2022,34781,TBA,T,2022-05-03T14:00:00,2022-05-03T15:15:00
Spring2022,34781,TBA,F,2022-05-06T14:00:00,2022-05-06T15:15:00
Spring2022,34781,TBA,T,2022-05-10T14:00:00,2022-05-10T15:15:00
