term,crn,location,day,start,end
Spring2021,31816,DSBN L03,M,2021-01-25T09:30:00,2021-01-25T10:45:00
Spring2021,31816,DSBN L03,R,2021-01-28T09:30:00,2021-01-28T10:45:00
Spring2021,31816,DSBN L03,M,2021-02-01T09:30:00,2021-02-01T10:45:00
Spring2021,31816,DSBN L03,R,2021-02-04T09:30:00,2021-02-04T10:45:00
Spring2021,31816,DSBN L03,M,2021-02-08T09:30:00,2021-02-08T10:45:00
Spring2021,31816,DSBN L03,R,2021-02-11T09:30:00,2021-02-11T10:45:00
Spring2021,31816,DSBN L03,M,2021-02-15T09:30:00,2021-02-15T10:45:00
Spring2021,31816,DSBN L03,R,2021-02-18T09:30:00,2021-02-18T10:45:00
Spring2021,31816,DSBN L03,M,2021-02-22T09:30:00,2021-02-22T10:45:00
Spring2021,31816,DSBN L03,R,2021-02-25T09:30:00,2021-02-25T10:45:00
Spring2021,31816,DSBN L03,M,2021-03-01T09:30:00,2021-03-01T10:45:00
Spring2021,31816,DSBN L03,R,2021-03-04T09:30:00,2021-03-04T10:45:00
Spring2021,31816,DSBN L03,M,2021-03-08T09:30:00,2021-03-08T10:45:00
Spring2021,31816,DSBN L03,R,2021-03-11T09:30:00,2021-03-11T10:45:00
Spring2021,31816,DSBN L03,M,2021-03-15T09:30:00,2021-03-15T10:45:00
Spring2021,31816,DSBN L03,R,2021-03-18T09:30:00,2021-03-18T10:45:00
Spring2021,31816,DSBN L03,M,2021-03-22T09:30:00,2021-03-22T10:45:00
Spring2021,31816,DSBN L03,R,2021-03-25T09:30:00,2021-03-25T10:45:00
Spring2021,31816,DSBN L03,M,2021-03-29T09:30:00,2021-03-29T10:45:00
Spring2021,31816,DSBN L03,R,2021-04-01T09:30:00,2021-04-01T10:45:00
Spring2021,31816,DSBN L03,M,2021-04-05T09:30:00,2021-04-05T10:45:00
Spring2021,31816,DSBN L03,R,2021-04-08T09:30:00,2021-04-08T10:45:00
Spring2021,31816,DSBN L03,R,2021-04-15T09:30:00,2021-04-15T10:45:00
Spring2021,31816,DSBN L03,M,2021-04-19T09:30:00,2021-04-19T10:45:00
Spring2021,31816,DSBN L03,R,2021-04-22T09:30:00,2021-04-22T10:45:00
Spring2021,31816,DSBN L03,M,2021-04-26T09:30:00,2021-04-26T10:45:00
Spring2021,31816,DSBN L03,R,2021-04-29T09:30:00,2021-04-29T10:45:00
Spring2021,31816,DSBN L03,M,2021-05-03T09:30:00,2021-05-03T10:45:00
Spring2021,31817,DSBN 113,T,2021-01-26T18:30:00,2021-01-26T19:45:00
Spring2021,31817,DSBN 113,R,2021-01-28T18:30:00,2021-01-28T19:45:00
Spring2021,31817,DSBN 113,T,2021-02-02T18:30:00,2021-02-02T19:45:00
Spring2021,31817,DSBN 113,R,2021-02-04T18:30:00,2021-02-04T19:45:00
Spring2021,31817,DSBN 113,T,2021-02-09T18:30:00,2021-02-09T19:45:00
Spring2021,31817,DSBN 113,R,2021-02-11T18:30:00,2021-02-11T19:45:00
Spring2021,31817,DSBN 113,T,2021-02-16T18:30:00,2021-02-16T19:45:00
Spring2021,31817,DSBN 113,R,2021-02-18T18:30:00,2021-02-18T19:45:00
Spring2021,31817,DSBN 113,T,2021-02-23T18:30:00,2021-02-23T19:45:00
Spring2021,31817,DSBN 113,R,2021-02-25T18:30:00,2021-02-25T19:45:00
Spring2021,31817,DSBN 113,T,2021-03-02T18:30:00,2021-03-02T19:45:00
Spring2021,31817,DSBN 113,R,2021-03-04T18:30:00,2021-03-04T19:45:00
Spring2021,31817,DSBN 113,T,2021-03-09T18:30:00,2021-03-09T19:45:00
Spring2021,31817,DSBN 113,R,2021-03-11T18:30:00,2021-03-11T19:45:00
Spring2021,31817,DSBN 113,T,2021-03-16T18:30:00,2021-03-16T19:45:00
Spring2021,31817,DSBN 113,R,2021-03-18T18:30:00,2021-03-18T19:45:00
Spring2021,31817,DSBN 113,T,2021-03-23T18:30:00,2021-03-23T19:45:00
Spring2021,31817,DSBN 113,R,2021-03-25T18:30:00,2021-03-25T19:45:00
Spring2021,31817,DSBN 113,T,2021-03-30T18:30:00,2021-03-30T19:45:00
Spring2021,31817,DSBN 113,R,2021-04-01T18:30:00,2021-04-01T19:45:00
Spring2021,31817,DSBN 113,T,2021-04-06T18:30:00,2021-04-06T19:45:00
Spring2021,31817,DSBN 113,R,2021-04-08T18:30:00,2021-04-08T19:45:00
Spring2021,31817,DSBN 113,R,2021-04-15T18:30:00,2021-04-15T19:45:00
Spring2021,31817,DSBN 113,T,2021-04-20T18:30:00,2021-04-20T19:45:00
Spring2021,31817,DSBN 113,R,2021-04-22T18:30:00,2021-04-22T19:45:00
Spring2021,31817,DSBN 113,T,2021-04-27T18:30:00,2021-04-27T19:45:00
Spring2021,31817,DSBN 113,R,2021-04-29T18:30:00,2021-04-29T19:45:00
Spring2021,31817,DSBN 113,T,2021-05-04T18:30:00,2021-05-04T19:45:00
Spring2021,32475,DSBN 206,M,2021-01-25T17:00:00,2021-01-25T18:15:00
Spring2021,32475,DSBN 206,W,2021-01-27T17:00:00,2021-01-27T18:15:00
Spring2021,32475,DSBN 206,M,2021-02-01T17:00:00,2021-02-01T18:15:00
Spring2021,32475,DSBN 206,W,2021-02-03T17:00:00,2021-02-03T18:15:00
Spring2021,32475,DSBN 206,M,2021-02-08T17:00:00,2021-02-08T18:15:00
Spring2021,32475,DSBN 206,W,2021-02-10T17:00:00,2021-02-10T18:15:00
Spring2021,32475,DSBN 206,M,2021-02-15T17:00:00,2021-02-15T18:15:00
Spring2021,32475,DSBN 206,W,2021-02-17T17:00:00,2021-02-17T18:15:00
Spring2021,32475,DSBN 206,M,2021-02-22T17:00:00,2021-02-22T18:15:00
Spring2021,32475,DSBN 206,W,2021-02-24T17:00:00,2021-02-24T18:15:00
Spring2021,32475,DSBN 206,M,2021-03-01T17:00:00,2021-03-01T18:15:00
Spring2021,32475,DSBN 206,W,2021-03-03T17:00:00,2021-03-03T18:15:00
Spring2021,32475,DSBN 206,M,2021-03-08T17:00:00,2021-03-08T18:15:00
Spring2021,32475,DSBN 206,W,2021-03-10T17:00:00,2021-03-10T18:15:00
Spring2021,32475,DSBN 206,M,2021-03-15T17:00:00,2021-03-15T18:15:00
Spring2021,32475,DSBN 206,W,2021-03-17T17:00:00,2021-03-17T18:15:00
Spring2021,32475,DSBN 206,M,2021-03-22T17:00:00,2021-03-22T18:15:00
Spring2021,32475,DSBN 206,W,2021-03-24T17:00:00,2021-03-24T18:15:00
Spring2021,32475,DSBN 206,M,2021-03-29T17:00:00,2021-03-29T18:15:00
Spring2021,32475,DSBN 206,W,2021-03-31T17:00:00,2021-03-31T18:15:00
Spring2021,32475,DSBN 206,M,2021-04-05T17:00:00,2021-04-05T18:15:00
Spring2021,32475,DSBN 206,W,2021-04-07T17:00:00,2021-04-07T18:15:00
Spring2021,32475,DSBN 206,W,2021-04-14T17:00:00,2021-04-14T18:15:00
Spring2021,32475,DSBN 206,M,2021-04-19T17:00:00,2021-04-19T18:15:00
Spring2021,32475,DSBN 206,W,2021-04-21T17:00:00,2021-04-21T18:15:00
Spring2021,32475,DSBN 206,M,2021-04-26T17:00:00,2021-04-26T18:15:00
Spring2021,32475,DSBN 206,W,2021-04-28T17:00:00,2021-04-28T18:15:00
Spring2021,32475,DSBN 206,M,2021-05-03T17:00:00,2021-05-03T18:15:00
Spring2021,31818,ONLINE ,T,2021-01-26T14:00:00,2021-01-26T15:15:00
Spring2021,31818,ONLINE ,F,2021-01-29T14:00:00,2021-01-29T15:15:00
Spring2021,31818,ONLINE ,T,2021-02-02T14:00:00,2021-02-02T15:15:00
Spring2021,31818,ONLINE ,F,2021-02-05T14:00:00,2021-02-05T15:15:00
Spring2021,31818,ONLINE ,T,2021-02-09T14:00:00,2021-02-09T15:15:00
Spring2021,31818,ONLINE ,F,2021-02-12T14:00:00,2021-02-12T15:15:00
Spring2021,31818,ONLINE ,T,2021-02-16T14:00:00,2021-02-16T15:15:00
Spring2021,31818,ONLINE ,F,2021-02-19T14:00:00,2021-02-19T15:15:00
Spring2021,31818,ONLINE ,T,2021-02-23T14:00:00,2021-02-23T15:15:00
Spring2021,31818,ONLINE ,F,2021-02-26T14:00:00,2021-02-26T15:15:00
Spring2021,31818,ONLINE ,T,2021-03-02T14:00:00,2021-03-02T15:15:00
Spring2021,31818,ONLINE ,F,2021-03-05T14:00:00,2021-03-05T15:15:00
Spring2021,31818,ONLINE ,T,2021-03-09T14:00:00,2021-03-09T15:15:00
Spring2021,31818,ONLINE ,F,2021-03-12T14:00:00,2021-03-12T15:15:00
Spring2021,31818,ONLINE ,T,2021-03-16T14:00:00,2021-03-16T15:15:00
Spring2021,31818,ONLINE ,F,2021-03-19T14:00:00,2021-03-19T15:15:00
Spring2021,31818,ONLINE ,T,2021-03-23T14:00:00,2021-03-23T15:15:00
Spring2021,31818,ONLINE ,F,2021-03-26T14:00:00,2021-03-26T15:15:00
Spring2021,31818,ONLINE ,T,2021-03-30T14:00:00,2021-03-30T15:15:00
Spring2021,31818,ONLINE ,F,2021-04-02T14:00:00,2021-04-02T15:15:00
Spring2021,31818,ONLINE ,T,2021-04-06T14:00:00,2021-04-06T15:15:00
Spring2021,31818,ONLINE ,F,2021-04-16T14:00:00,2021-04-16T15:15:00
Spring2021,31818,ONLINE ,T,2021-04-20T14:00:00,2021-04-20T15:15:00
Spring2021,31818,ONLINE ,F,2021-04-23T14:00:00,2021-04-23T15:15:00
Spring2021,31818,ONLINE ,T,2021-04-27T14:00:00,2021-04-27T15:15:00
Spring2021,31818,ONLINE ,F,2021-04-30T14:00:00,2021-04-30T15:15:00
Spring2021,31818,ONLINE ,T,2021-05-04T14:00:00,2021-05-04T15:15:00
Spring2021,31819,DSBN 101,M,2021-01-25T14:00:00,2021-01-25T15:15:00
Spring2021,31819,DSBN 101,R,2021-01-28T14:00:00,2021-01-28T15:15:00
Spring2021,31819,DSBN 101,M,2021-02-01T14:00:00,2021-02-01T15:15:00
Spring2021,31819,DSBN 101,R,2021-02-04T14:00:00,2021-02-04T15:15:00
Spring2021,31819,DSBN 101,M,2021-02-08T14:00:00,2021-02-08T15:15:00
Spring2021,31819,DSBN 101,R,2021-02-11T14:00:00,2021-02-11T15:15:00
Spring2021,31819,DSBN 101,M,2021-02-15T14:00:00,2021-02-15T15:15:00
Spring2021,31819,DSBN 101,R,2021-02-18T14:00:00,2021-02-18T15:15:00
Spring2021,31819,DSBN 101,M,2021-02-22T14:00:00,2021-02-22T15:15:00
Spring2021,31819,DSBN 101,R,2021-02-25T14:00:00,2021-02-25T15:15:00
Spring2021,31819,DSBN 101,M,2021-03-01T14:00:00,2021-03-01T15:15:00
Spring2021,31819,DSBN 101,R,2021-03-04T14:00:00,2021-03-04T15:15:00
Spring2021,31819,DSBN 101,M,2021-03-08T14:00:00,2021-03-08T15:15:00
