PlayFactID,team,opp_team,season,year,date,period,clock_time,segment_id,play_length_secs,play_length_mins,play_id,lineup,event_type,player,+points,-points,+assists,-assists,+turnovers,-turnovers,+fouls,-fouls,+rebounds,-rebounds,+rebounds_offensive,-rebounds_offensive,+rebounds_defensive,-rebounds_defensive,+blocks,-blocks,+steals,-steals,+jump_balls,-jump_balls,+made_FT,-made_FT,+missed_FT,-missed_FT,+made_2PT,-made_2PT,+missed_2PT,-missed_2PT,+made_3PT,-made_3PT,+missed_3PT,-missed_3PT
249,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,2,0:00:00,370,0,0.0,379,"['Fred VanVleet', 'Kyle Lowry', 'Norman Powell', 'OG Anunoby', 'Terence Davis']",rebound,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,2,0:00:00,370,0,0.0,380,"['Fred VanVleet', 'Kyle Lowry', 'Norman Powell', 'OG Anunoby', 'Terence Davis']",end of period,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:12:00,387,0,0.0,387,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",start of period,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:11:37,387,23,0.38333333329999997,388,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Fred VanVleet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:11:18,387,19,0.31666666670000004,389,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Jrue Holiday,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
254,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:11:13,387,5,0.08333333333,390,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,JJ Redick,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:11:13,387,0,0.0,392,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,Kyle Lowry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:11:13,387,0,0.0,393,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,Kyle Lowry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:57,387,16,0.2666666667,394,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Brandon Ingram,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
258,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:55,387,2,0.03333333333,395,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",violation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:40,387,15,0.25,397,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Kyle Lowry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:38,387,2,0.03333333333,398,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:36,387,2,0.03333333333,399,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Kyle Lowry,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
262,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:20,387,16,0.2666666667,401,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Jrue Holiday,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:10:02,387,18,0.3,402,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:59,387,3,0.05,403,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Brandon Ingram,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:58,387,1,0.01666666667,405,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Brandon Ingram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:42,387,16,0.2666666667,406,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Brandon Ingram,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:38,387,4,0.06666666667,408,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Fred VanVleet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:23,387,15,0.25,410,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Lonzo Ball,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:13,387,10,0.1666666667,413,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Marc Gasol,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:09:00,387,13,0.2166666667,415,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Lonzo Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:58,387,2,0.03333333333,416,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,OG Anunoby,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:51,387,7,0.1166666667,417,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Pascal Siakam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:51,387,0,0.0,418,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",timeout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:39,387,12,0.2,419,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Jrue Holiday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:31,387,8,0.1333333333,421,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,OG Anunoby,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:31,387,0,0.0,423,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Derrick Favors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:31,387,0,0.0,425,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,OG Anunoby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
278,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:28,387,3,0.05,426,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:19,387,9,0.15,427,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Jrue Holiday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:08:07,387,12,0.2,430,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",violation,Lonzo Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:58,387,9,0.15,431,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:55,387,3,0.05,432,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:42,387,13,0.2166666667,434,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Jrue Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:40,387,2,0.03333333333,435,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,OG Anunoby,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:26,387,14,0.23333333329999997,436,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Marc Gasol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:23,387,3,0.05,437,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Lonzo Ball,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:19,387,4,0.06666666667,438,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Brandon Ingram,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:07:04,387,15,0.25,440,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Pascal Siakam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
289,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:56,387,8,0.1333333333,441,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Kyle Lowry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:52,387,4,0.06666666667,443,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Derrick Favors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:52,387,0,0.0,445,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Derrick Favors,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:37,387,15,0.25,446,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Marc Gasol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:34,387,3,0.05,447,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Brandon Ingram,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:29,387,5,0.08333333333,448,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Brandon Ingram,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:29,387,0,0.0,449,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,OG Anunoby,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:29,451,0,0.0,455,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,Brandon Ingram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:18,451,11,0.18333333329999998,456,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:15,451,3,0.05,457,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Brandon Ingram,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:08,451,7,0.1166666667,458,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,JJ Redick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:05,451,3,0.05,459,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:06:00,451,5,0.08333333333,460,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Fred VanVleet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:05:53,451,7,0.1166666667,461,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Jrue Holiday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:05:36,462,17,0.2833333333,466,"['Fred VanVleet', 'Marc Gasol', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam']",shot,OG Anunoby,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:05:26,462,10,0.1666666667,468,"['Fred VanVleet', 'Marc Gasol', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam']",foul,Pascal Siakam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:05:14,470,12,0.2,472,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Brandon Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
306,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:05:12,470,2,0.03333333333,473,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Norman Powell,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:56,470,16,0.2666666667,474,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
308,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:52,470,4,0.06666666667,475,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:51,470,1,0.01666666667,476,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:51,470,0,0.0,477,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,E'Twaun Moore,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:45,470,6,0.1,478,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,Josh Hart,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:30,470,15,0.25,479,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,Fred VanVleet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:14,470,16,0.2666666667,480,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",turnover,Nicolo Melli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:11,470,3,0.05,482,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Josh Hart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:04,485,7,0.1166666667,489,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:04:02,485,2,0.03333333333,490,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Nickeil Alexander-Walker,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:58,485,4,0.06666666667,491,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Kenrich Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:58,485,0,0.0,492,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,OG Anunoby,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:51,485,7,0.1166666667,493,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Nickeil Alexander-Walker,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:51,485,0,0.0,495,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",free throw,Serge Ibaka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:51,485,0,0.0,498,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",free throw,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:48,496,3,0.05,499,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Serge Ibaka', 'Terence Davis']",rebound,OG Anunoby,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,3,0:03:45,496,3,0.05,500,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Serge Ibaka', 'Terence Davis']",turnover,OG Anunoby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
