PlayFactID,team,opp_team,season,year,date,period,clock_time,segment_id,play_length_secs,play_length_mins,play_id,lineup,event_type,player,+points,-points,+assists,-assists,+turnovers,-turnovers,+fouls,-fouls,+rebounds,-rebounds,+rebounds_offensive,-rebounds_offensive,+rebounds_defensive,-rebounds_defensive,+blocks,-blocks,+steals,-steals,+jump_balls,-jump_balls,+made_FT,-made_FT,+missed_FT,-missed_FT,+made_2PT,-made_2PT,+missed_2PT,-missed_2PT,+made_3PT,-made_3PT,+missed_3PT,-missed_3PT
1,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:12:00,2,0,0.0,2,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",start of period,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:12:00,2,0,0.0,4,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",jump ball,Marc Gasol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:48,2,12,0.2,7,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Lonzo Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:47,2,1,0.01666666667,8,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:47,2,0,0.0,9,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Derrick Favors,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:29,2,18,0.3,10,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,OG Anunoby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:25,2,4,0.06666666667,11,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,JJ Redick,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:16,2,9,0.15,12,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Jrue Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:15,2,1,0.01666666667,13,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Fred VanVleet,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:11,2,4,0.06666666667,14,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Kyle Lowry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:08,2,3,0.05,15,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:11:00,2,8,0.1333333333,16,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Derrick Favors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:56,2,4,0.06666666667,17,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Kyle Lowry,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:54,2,2,0.03333333333,18,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,JJ Redick,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:54,2,0,0.0,20,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,Kyle Lowry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:54,2,0,0.0,21,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",free throw,Kyle Lowry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:51,2,3,0.05,22,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:37,2,14,0.23333333329999997,23,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Brandon Ingram,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:27,2,10,0.1666666667,24,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",violation,Derrick Favors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:17,2,10,0.1666666667,25,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,OG Anunoby,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:11,2,6,0.1,27,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Lonzo Ball,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:04,2,7,0.1166666667,29,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Kyle Lowry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:10:04,2,0,0.0,31,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Kyle Lowry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:55,2,9,0.15,32,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Jrue Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:51,2,4,0.06666666667,33,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Kyle Lowry,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:49,2,2,0.03333333333,34,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Pascal Siakam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:39,2,10,0.1666666667,35,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Brandon Ingram,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:26,2,13,0.2166666667,37,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,OG Anunoby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:24,2,2,0.03333333333,38,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Brandon Ingram,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:16,2,8,0.1333333333,39,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Brandon Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:14,2,2,0.03333333333,40,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Kyle Lowry,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:07,2,7,0.1166666667,41,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Kyle Lowry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:09:02,2,5,0.08333333333,43,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,JJ Redick,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:58,2,4,0.06666666667,45,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",timeout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:48,2,10,0.1666666667,46,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,Fred VanVleet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:34,2,14,0.23333333329999997,47,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,JJ Redick,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:23,2,11,0.18333333329999998,49,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Pascal Siakam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:18,2,5,0.08333333333,50,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",turnover,JJ Redick,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:10,2,8,0.1333333333,51,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:08:07,2,3,0.05,52,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Lonzo Ball,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:07:57,2,10,0.1666666667,53,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Derrick Favors,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:07:32,2,25,0.4166666667,55,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Fred VanVleet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:07:17,2,15,0.25,57,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Lonzo Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:07:13,2,4,0.06666666667,58,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:59,2,14,0.23333333329999997,59,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",shot,Kyle Lowry,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:45,2,14,0.23333333329999997,61,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",miss,Brandon Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:42,2,3,0.05,62,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:36,2,6,0.1,63,"['Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'OG Anunoby', 'Pascal Siakam']",foul,Lonzo Ball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:30,65,6,0.1,67,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:28,65,2,0.03333333333,68,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Derrick Favors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:22,65,6,0.1,69,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,Derrick Favors,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:06:04,65,18,0.3,71,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,OG Anunoby,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:54,65,10,0.1666666667,73,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",turnover,JJ Redick,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:46,65,8,0.1333333333,74,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:45,65,1,0.01666666667,76,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:45,65,0,0.0,77,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,Pascal Siakam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:33,65,12,0.2,78,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Derrick Favors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:30,65,3,0.05,79,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Fred VanVleet,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:23,65,7,0.1166666667,80,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:20,65,3,0.05,81,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:20,65,0,0.0,82,"['Fred VanVleet', 'Kyle Lowry', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Derrick Favors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:05:09,84,11,0.18333333329999998,86,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",shot,Fred VanVleet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:54,84,15,0.25,87,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Jrue Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:52,84,2,0.03333333333,88,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Pascal Siakam,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:46,84,6,0.1,89,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Jrue Holiday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:33,91,13,0.2166666667,97,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Brandon Ingram,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:33,91,0,0.0,99,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",free throw,Pascal Siakam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:33,91,0,0.0,100,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",free throw,Pascal Siakam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:16,102,0,0.0,106,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",timeout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:10,102,6,0.1,107,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Nickeil Alexander-Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:08,102,2,0.03333333333,108,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Norman Powell,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:07,102,1,0.01666666667,109,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",foul,Serge Ibaka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:04:07,102,0,0.0,111,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",turnover,Serge Ibaka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:03:54,102,13,0.2166666667,112,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",miss,Nickeil Alexander-Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,TOR,NOP,2019-2020 Regular Season,2020,2019-10-22,1,0:03:50,102,4,0.06666666667,113,"['Fred VanVleet', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']",rebound,Josh Hart,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
